Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
tr|Q8BFQ1|Q8BFQ1_MOUSE,7.96,231.76,1.09E+05,1.34E+05,1,1.23,26,19,19,Carbamidomethylation; TMT6plex; Oxidation (M),61051,Prosaposin OS=Mus musculus GN=Psap PE=1 SV=1
Q61207|SAP_MOUSE,7.96,231.76,1.09E+05,1.34E+05,1,1.23,26,19,19,Carbamidomethylation; TMT6plex; Oxidation (M),61422,Prosaposin OS=Mus musculus GN=Psap PE=1 SV=2
tr|J3QPG5|J3QPG5_MOUSE,7.96,231.76,1.09E+05,1.34E+05,1,1.23,26,19,19,Carbamidomethylation; TMT6plex; Oxidation (M),61363,Prosaposin OS=Mus musculus GN=Psap PE=1 SV=1
tr|K3W4L3|K3W4L3_MOUSE,7.96,231.76,1.09E+05,1.34E+05,1,1.23,26,19,19,Carbamidomethylation; TMT6plex; Oxidation (M),61292,Prosaposin OS=Mus musculus GN=Psap PE=1 SV=1
Q9CWZ7|SNAG_MOUSE,1.69,231.75,3.65E+04,3.26E+04,1,0.89,51,20,17,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),34732,Gamma-soluble NSF attachment protein OS=Mus musculus GN=Napg PE=1 SV=1
Q9Z0P4|PALM_MOUSE,3.66,231.72,1.12E+04,9.16E+03,1,0.82,18,11,5,TMT6plex,41614,Paralemmin-1 OS=Mus musculus GN=Palm PE=1 SV=1
P42669|PURA_MOUSE,2.18,231.2,2.49E+04,2.15E+04,1,0.86,36,16,13,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),34884,Transcriptional activator protein Pur-alpha OS=Mus musculus GN=Pura PE=1 SV=1
P20152|VIME_MOUSE,2.75,231.16,9.58E+03,9.17E+03,1,0.96,21,16,9,TMT6plex,53688,Vimentin OS=Mus musculus GN=Vim PE=1 SV=3
Q7TQD2|TPPP_MOUSE,1.3,231.11,5.63E+04,5.67E+04,1,1.01,28,6,6,Carbamidomethylation; TMT6plex,23575,Tubulin polymerization-promoting protein OS=Mus musculus GN=Tppp PE=1 SV=1
P63087|PP1G_MOUSE,1.88,231.07,405,337.886,1,0.83,3,13,1,TMT6plex,36984,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Mus musculus GN=Ppp1cc PE=1 SV=1
tr|Q91YH6|Q91YH6_MOUSE,2.97,230.97,475,327.14,1,0.69,2,8,1,TMT6plex,56791,ATPase  H+ transporting  lysosomal V1 subunit B1 OS=Mus musculus GN=Atp6v1b1 PE=1 SV=1
tr|E9PV14|E9PV14_MOUSE,2.46,230.9,317,262.071,1,0.83,2,18,1,TMT6plex,117172,Band 4.1-like protein 1 (Fragment) OS=Mus musculus GN=Epb41l1 PE=1 SV=1
tr|Q4VA93|Q4VA93_MOUSE,1.5,230.77,913,1.01E+03,1,1.11,2,17,1,TMT6plex,76824,Protein kinase C OS=Mus musculus GN=Prkca PE=1 SV=1
P28738|KIF5C_MOUSE,4.56,230.66,3.28E+03,2.56E+03,1,0.78,6,16,6,TMT6plex,109275,Kinesin heavy chain isoform 5C OS=Mus musculus GN=Kif5c PE=1 SV=3
P61161|ARP2_MOUSE,1.94,230.39,2.58E+04,2.33E+04,1,0.9,35,17,13,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),44761,Actin-related protein 2 OS=Mus musculus GN=Actr2 PE=1 SV=1
Q91ZA3|PCCA_MOUSE,0.99,229.65,6.59E+03,6.23E+03,1,0.94,17,14,11,TMT6plex; Deamidation (NQ),79922,Propionyl-CoA carboxylase alpha chain  mitochondrial OS=Mus musculus GN=Pcca PE=1 SV=2
Q61838|PZP_MOUSE,6.89,229.6,5.49E+03,6.98E+03,1,1.27,11,19,12,Carbamidomethylation; TMT6plex; Deamidation (NQ),165852,Pregnancy zone protein OS=Mus musculus GN=Pzp PE=1 SV=3
Q64727|VINC_MOUSE,4.55,229.29,5.49E+03,5.32E+03,1,0.97,8,8,8,TMT6plex,116717,Vinculin OS=Mus musculus GN=Vcl PE=1 SV=4
O88685|PRS6A_MOUSE,1.55,229.19,6.91E+03,6.67E+03,1,0.97,18,9,7,TMT6plex,49549,26S proteasome regulatory subunit 6A OS=Mus musculus GN=Psmc3 PE=1 SV=2
P00920|CAH2_MOUSE,4.57,228.56,7.98E+04,9.84E+04,1,1.23,65,13,13,TMT6plex; Oxidation (M); Deamidation (NQ),29033,Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4
tr|Q6PGJ3|Q6PGJ3_MOUSE,6.5,228.56,672,651.296,1,0.97,4,14,2,TMT6plex,140916,L1 cell adhesion molecule OS=Mus musculus GN=L1cam PE=1 SV=1
tr|A2AFG8|A2AFG8_MOUSE,6.5,228.56,672,651.296,1,0.97,4,14,2,TMT6plex,140431,Neural cell adhesion molecule L1 OS=Mus musculus GN=L1cam PE=1 SV=1
Q9JII6|AK1A1_MOUSE,3.73,228.37,1.21E+04,1.43E+04,1,1.18,38,15,12,Carbamidomethylation; TMT6plex,36587,Alcohol dehydrogenase [NADP(+)] OS=Mus musculus GN=Akr1a1 PE=1 SV=3
P63011|RAB3A_MOUSE,1.03,228.26,6.79E+04,6.59E+04,1,0.97,24,11,4,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),24970,Ras-related protein Rab-3A OS=Mus musculus GN=Rab3a PE=1 SV=1
Q91VI7|RINI_MOUSE,3.71,228.13,5.02E+03,4.58E+03,1,0.91,26,9,9,Carbamidomethylation; TMT6plex,49817,Ribonuclease inhibitor OS=Mus musculus GN=Rnh1 PE=1 SV=1
tr|A0A1B0GSG5|A0A1B0GSG5_MOUSE,3.71,228.13,5.02E+03,4.58E+03,1,0.91,24,9,9,Carbamidomethylation; TMT6plex,53926,Ribonuclease inhibitor OS=Mus musculus GN=Rnh1 PE=1 SV=1
Q9JKK7|TMOD2_MOUSE,3.29,227.93,1.05E+04,1.02E+04,1,0.97,28,14,8,TMT6plex; Deamidation (NQ),39511,Tropomodulin-2 OS=Mus musculus GN=Tmod2 PE=1 SV=2
Q6R891|NEB2_MOUSE,3.34,227.76,4.21E+03,3.35E+03,1,0.8,11,8,6,TMT6plex,89520,Neurabin-2 OS=Mus musculus GN=Ppp1r9b PE=1 SV=1
Q9CPY7|AMPL_MOUSE,1.27,227.55,5.19E+03,5.11E+03,1,0.99,25,13,10,Carbamidomethylation; TMT6plex,56141,Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3
Q6P9K8|CSKI1_MOUSE,1.81,227.34,4.89E+03,4.29E+03,1,0.88,7,10,9,Carbamidomethylation; TMT6plex; Deamidation (NQ),150495,Caskin-1 OS=Mus musculus GN=Caskin1 PE=1 SV=2
Q8R5H6|WASF1_MOUSE,0.87,227.24,6.68E+03,6.52E+03,1,0.98,16,11,7,TMT6plex,61509,Wiskott-Aldrich syndrome protein family member 1 OS=Mus musculus GN=Wasf1 PE=1 SV=2
Q9R1Q8|TAGL3_MOUSE,3.84,227.01,2.11E+04,1.75E+04,1,0.83,50,11,9,Carbamidomethylation; TMT6plex; Oxidation (M),22471,Transgelin-3 OS=Mus musculus GN=Tagln3 PE=1 SV=1
P15532|NDKA_MOUSE,2.77,226.8,4.10E+03,4.60E+03,1,1.12,22,13,3,Carbamidomethylation; TMT6plex,17208,Nucleoside diphosphate kinase A OS=Mus musculus GN=Nme1 PE=1 SV=1
Q9R0Y5|KAD1_MOUSE,2.9,226.77,1.07E+04,9.36E+03,1,0.87,52,11,8,TMT6plex; Deamidation (NQ),21540,Adenylate kinase isoenzyme 1 OS=Mus musculus GN=Ak1 PE=1 SV=1
O35526|STX1A_MOUSE,6.44,226.67,1.24E+04,9.81E+03,1,0.79,25,8,6,TMT6plex,33054,Syntaxin-1A OS=Mus musculus GN=Stx1a PE=1 SV=3
tr|A2AMW0|A2AMW0_MOUSE,2.02,226.57,8.75E+03,7.86E+03,1,0.9,7,15,3,TMT6plex; Deamidation (NQ),29295,Capping protein (Actin filament) muscle Z-line  beta  isoform CRA_a OS=Mus musculus GN=Capzb PE=1 SV=1
D3YVF0|AKAP5_MOUSE,5.68,226.27,3.21E+03,2.61E+03,1,0.81,11,6,6,Carbamidomethylation; TMT6plex,79397,A-kinase anchor protein 5 OS=Mus musculus GN=Akap5 PE=1 SV=2
tr|H3BIV5|H3BIV5_MOUSE,5.68,226.27,3.21E+03,2.61E+03,1,0.81,11,6,6,Carbamidomethylation; TMT6plex,80203,A-kinase anchor protein 5 OS=Mus musculus GN=Akap5 PE=1 SV=1
P47708|RP3A_MOUSE,2.62,225.89,6.54E+03,5.42E+03,1,0.83,12,8,7,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),75489,Rabphilin-3A OS=Mus musculus GN=Rph3a PE=1 SV=2
Q9CQA3|SDHB_MOUSE,2.94,225.88,2.95E+04,3.17E+04,1,1.07,33,17,12,TMT6plex; Oxidation (M),31814,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit  mitochondrial OS=Mus musculus GN=Sdhb PE=1 SV=1
tr|G3X9L6|G3X9L6_MOUSE,0.88,225.78,5.89E+04,6.14E+04,1,1.04,73,13,11,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),18621,ATP synthase subunit d  mitochondrial OS=Mus musculus GN=Gm10250 PE=3 SV=1
Q9DCX2|ATP5H_MOUSE,0.88,225.78,5.89E+04,6.14E+04,1,1.04,73,13,11,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),18749,ATP synthase subunit d  mitochondrial OS=Mus musculus GN=Atp5h PE=1 SV=3
P84078|ARF1_MOUSE,2.21,225.67,684,559.959,1,0.82,6,12,1,TMT6plex; Oxidation (M); Acetylation (Protein N-term),20697,ADP-ribosylation factor 1 OS=Mus musculus GN=Arf1 PE=1 SV=2
P19157|GSTP1_MOUSE,4.85,225.37,4.83E+04,6.23E+04,1,1.29,61,11,11,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),23609,Glutathione S-transferase P 1 OS=Mus musculus GN=Gstp1 PE=1 SV=2
Q9WVK4|EHD1_MOUSE,0.42,225.32,5.41E+03,5.27E+03,1,0.97,9,13,6,TMT6plex,60603,EH domain-containing protein 1 OS=Mus musculus GN=Ehd1 PE=1 SV=1
Q91VR5|DDX1_MOUSE,2.13,225.24,7.74E+03,6.68E+03,1,0.86,18,12,11,Carbamidomethylation; TMT6plex,82500,ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1
tr|E9Q2A6|E9Q2A6_MOUSE,2.3,225.2,9.41E+03,8.49E+03,1,0.9,19,21,17,Carbamidomethylation; TMT6plex; Deamidation (NQ),111103,Protein-tyrosine kinase 2-beta OS=Mus musculus GN=Ptk2b PE=1 SV=1
Q9QVP9|FAK2_MOUSE,2.3,225.2,9.41E+03,8.49E+03,1,0.9,18,21,17,Carbamidomethylation; TMT6plex; Deamidation (NQ),115794,Protein-tyrosine kinase 2-beta OS=Mus musculus GN=Ptk2b PE=1 SV=2
tr|G5E924|G5E924_MOUSE,2.31,224.85,1.32E+04,1.13E+04,1,0.86,20,12,10,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),66941,Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Mus musculus GN=Hnrnpl PE=1 SV=1
P62137|PP1A_MOUSE,2.01,224.83,1.68E+03,1.50E+03,1,0.89,6,12,2,TMT6plex,37540,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus GN=Ppp1ca PE=1 SV=1
P54071|IDHP_MOUSE,2.73,224.78,1.42E+04,1.69E+04,1,1.19,30,16,13,Carbamidomethylation; TMT6plex,50906,Isocitrate dehydrogenase [NADP]  mitochondrial OS=Mus musculus GN=Idh2 PE=1 SV=3
Q9WUM5|SUCA_MOUSE,0.61,224.74,2.92E+04,3.04E+04,1,1.04,37,11,10,Carbamidomethylation; TMT6plex; Oxidation (M),36155,Succinate--CoA ligase [ADP/GDP-forming] subunit alpha  mitochondrial OS=Mus musculus GN=Suclg1 PE=1 SV=4
tr|Q6P6I8|Q6P6I8_MOUSE,0.86,224.55,1.01E+03,1.00E+03,1,0.99,5,11,1,TMT6plex,55986,Signal-regulatory protein alpha OS=Mus musculus GN=Sirpa PE=1 SV=1
P31324|KAP3_MOUSE,6.26,224.36,1.16E+04,9.30E+03,1,0.8,21,11,7,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),46167,cAMP-dependent protein kinase type II-beta regulatory subunit OS=Mus musculus GN=Prkar2b PE=1 SV=3
tr|F6U7V1|F6U7V1_MOUSE,1.48,224.3,2.13E+03,1.90E+03,1,0.9,1,16,6,TMT6plex,564742,Ryanodine receptor 2 OS=Mus musculus GN=Ryr2 PE=1 SV=1
E9Q401|RYR2_MOUSE,1.48,224.3,2.13E+03,1.90E+03,1,0.9,1,16,6,TMT6plex,564827,Ryanodine receptor 2 OS=Mus musculus GN=Ryr2 PE=1 SV=1
P08113|ENPL_MOUSE,0.78,224.13,3.64E+04,3.54E+04,1,0.97,25,25,22,TMT6plex; Deamidation (NQ),92476,Endoplasmin OS=Mus musculus GN=Hsp90b1 PE=1 SV=2
Q9JIS5|SV2A_MOUSE,2.09,223.98,3.95E+04,3.52E+04,1,0.89,12,13,11,TMT6plex; Oxidation (M); Deamidation (NQ),82647,Synaptic vesicle glycoprotein 2A OS=Mus musculus GN=Sv2a PE=1 SV=1
Q0VE82|CPNE7_MOUSE,1.03,223.78,8.28E+03,8.12E+03,1,0.98,23,13,11,Carbamidomethylation; TMT6plex; Deamidation (NQ),61891,Copine-7 OS=Mus musculus GN=Cpne7 PE=1 SV=1
tr|B1AZ46|B1AZ46_MOUSE,1.97,223.72,9.44E+03,8.60E+03,1,0.91,22,12,11,Carbamidomethylation; TMT6plex,57682,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus GN=Baiap2 PE=1 SV=1
Q8BKX1|BAIP2_MOUSE,1.97,223.72,9.44E+03,8.60E+03,1,0.91,22,12,11,Carbamidomethylation; TMT6plex,59237,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus GN=Baiap2 PE=1 SV=2
tr|E9QKH8|E9QKH8_MOUSE,6.22,223.61,912,996.943,1,1.09,3,7,3,Carbamidomethylation; TMT6plex; Deamidation (NQ),134942,Catenin delta-2 OS=Mus musculus GN=Ctnnd2 PE=1 SV=1
O35927|CTND2_MOUSE,6.22,223.61,912,996.943,1,1.09,3,7,3,Carbamidomethylation; TMT6plex; Deamidation (NQ),134999,Catenin delta-2 OS=Mus musculus GN=Ctnnd2 PE=1 SV=1
P20444|KPCA_MOUSE,1.09,223.55,241,266.846,1,1.11,2,16,1,TMT6plex; Deamidation (NQ),76852,Protein kinase C alpha type OS=Mus musculus GN=Prkca PE=1 SV=3
tr|Q7TNB5|Q7TNB5_MOUSE,1.99,223.32,1.33E+03,1.02E+03,1,0.77,1,19,1,TMT6plex,101593,Glutamate receptor 1 OS=Mus musculus GN=Gria1 PE=1 SV=1
Q9DCT2|NDUS3_MOUSE,0.63,223.27,6.01E+03,6.26E+03,1,1.04,30,8,7,TMT6plex,30149,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3  mitochondrial OS=Mus musculus GN=Ndufs3 PE=1 SV=2
Q8R5C5|ACTY_MOUSE,2.05,223.11,1.71E+03,1.87E+03,1,1.1,13,12,3,TMT6plex,42281,Beta-centractin OS=Mus musculus GN=Actr1b PE=1 SV=1
P53994|RAB2A_MOUSE,2.34,223.01,7.11E+03,6.32E+03,1,0.89,24,14,4,TMT6plex; Deamidation (NQ),23548,Ras-related protein Rab-2A OS=Mus musculus GN=Rab2a PE=1 SV=1
tr|B1AWN6|B1AWN6_MOUSE,1.86,222.97,5.36E+03,4.62E+03,1,0.86,4,16,6,TMT6plex; Deamidation (NQ),227943,Sodium channel protein OS=Mus musculus GN=Scn2a PE=1 SV=1
tr|A0A0J9YTW6|A0A0J9YTW6_MOUSE,1.86,222.97,5.36E+03,4.62E+03,1,0.86,4,16,6,TMT6plex; Deamidation (NQ),227944,Sodium channel protein OS=Mus musculus GN=Scn2a PE=1 SV=1
Q9CVB6|ARPC2_MOUSE,2.2,222.57,4.14E+04,3.82E+04,1,0.92,54,19,17,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),34357,Actin-related protein 2/3 complex subunit 2 OS=Mus musculus GN=Arpc2 PE=1 SV=3
P10852|4F2_MOUSE,1.84,222.42,3.05E+04,2.77E+04,1,0.91,24,13,12,TMT6plex,58337,4F2 cell-surface antigen heavy chain OS=Mus musculus GN=Slc3a2 PE=1 SV=1
P60335|PCBP1_MOUSE,0.33,222.32,8.88E+03,8.78E+03,1,0.99,22,10,6,Carbamidomethylation; TMT6plex,37498,Poly(rC)-binding protein 1 OS=Mus musculus GN=Pcbp1 PE=1 SV=1
P84075|HPCA_MOUSE,4.85,222.29,1.67E+04,1.59E+04,1,0.95,26,14,5,Carbamidomethylation; TMT6plex,22427,Neuron-specific calcium-binding protein hippocalcin OS=Mus musculus GN=Hpca PE=1 SV=2
tr|F8WIR1|F8WIR1_MOUSE,1.82,222.29,2.06E+04,2.27E+04,1,1.1,34,14,14,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),44215,Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=2
P18242|CATD_MOUSE,1.82,222.29,2.06E+04,2.27E+04,1,1.1,33,14,14,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),44954,Cathepsin D OS=Mus musculus GN=Ctsd PE=1 SV=1
Q91WD5|NDUS2_MOUSE,4.7,222.08,2.14E+04,2.26E+04,1,1.06,23,14,11,Carbamidomethylation; TMT6plex,52626,NADH dehydrogenase [ubiquinone] iron-sulfur protein 2  mitochondrial OS=Mus musculus GN=Ndufs2 PE=1 SV=1
E9Q3L2|PI4KA_MOUSE,1.9,222.05,5.03E+03,4.62E+03,1,0.92,4,11,9,Carbamidomethylation; TMT6plex,237040,Phosphatidylinositol 4-kinase alpha OS=Mus musculus GN=Pi4ka PE=1 SV=2
tr|A0A140T8I9|A0A140T8I9_MOUSE,1.9,222.05,5.03E+03,4.62E+03,1,0.92,5,11,9,Carbamidomethylation; TMT6plex,231353,Phosphatidylinositol 4-kinase alpha OS=Mus musculus GN=Pi4ka PE=1 SV=1
P48758|CBR1_MOUSE,1.45,221.93,4.09E+03,4.14E+03,1,1.01,24,14,5,TMT6plex,30641,Carbonyl reductase [NADPH] 1 OS=Mus musculus GN=Cbr1 PE=1 SV=3
Q9JME5|AP3B2_MOUSE,1.77,221.91,1.06E+04,9.24E+03,1,0.88,13,14,14,Carbamidomethylation; TMT6plex,119192,AP-3 complex subunit beta-2 OS=Mus musculus GN=Ap3b2 PE=1 SV=2
tr|F8VPK5|F8VPK5_MOUSE,1.93,221.7,4.96E+03,4.47E+03,1,0.9,7,16,10,Carbamidomethylation; TMT6plex,160615,Rho-associated protein kinase OS=Mus musculus GN=Rock2 PE=1 SV=1
P70336|ROCK2_MOUSE,1.93,221.7,4.96E+03,4.47E+03,1,0.9,7,16,10,Carbamidomethylation; TMT6plex,160585,Rho-associated protein kinase 2 OS=Mus musculus GN=Rock2 PE=1 SV=1
P61164|ACTZ_MOUSE,1.28,221.48,1.38E+03,1.60E+03,1,1.16,2,11,1,TMT6plex,42614,Alpha-centractin OS=Mus musculus GN=Actr1a PE=1 SV=1
P47757|CAPZB_MOUSE,2.23,221.28,1.21E+03,1.39E+03,1,1.15,4,13,1,TMT6plex,31345,F-actin-capping protein subunit beta OS=Mus musculus GN=Capzb PE=1 SV=3
P27546|MAP4_MOUSE,4.03,221.22,2.91E+03,2.53E+03,1,0.87,6,11,6,TMT6plex,117429,Microtubule-associated protein 4 OS=Mus musculus GN=Map4 PE=1 SV=3
Q9QXY6|EHD3_MOUSE,0.64,220.92,4.11E+03,4.04E+03,1,0.98,19,17,7,Carbamidomethylation; TMT6plex,60821,EH domain-containing protein 3 OS=Mus musculus GN=Ehd3 PE=1 SV=2
P35564|CALX_MOUSE,3.06,220.91,2.29E+04,2.01E+04,1,0.88,26,18,18,TMT6plex; Oxidation (M),67278,Calnexin OS=Mus musculus GN=Canx PE=1 SV=1
Q9CR62|M2OM_MOUSE,0.9,220.8,1.11E+04,1.14E+04,1,1.03,37,14,10,Carbamidomethylation; TMT6plex; Deamidation (NQ),34155,Mitochondrial 2-oxoglutarate/malate carrier protein OS=Mus musculus GN=Slc25a11 PE=1 SV=3
Q9EQ20|MMSA_MOUSE,1.87,220.49,1.04E+04,1.19E+04,1,1.14,22,11,9,Carbamidomethylation; TMT6plex; Oxidation (M),57916,Methylmalonate-semialdehyde dehydrogenase [acylating]  mitochondrial OS=Mus musculus GN=Aldh6a1 PE=1 SV=1
O88844|IDHC_MOUSE,2.19,220.44,1.15E+04,1.24E+04,1,1.08,29,15,13,Carbamidomethylation; TMT6plex,46674,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus GN=Idh1 PE=1 SV=2
P12658|CALB1_MOUSE,4.79,220.09,1.68E+04,1.38E+04,1,0.82,35,13,10,Carbamidomethylation; TMT6plex; Oxidation (M),29994,Calbindin OS=Mus musculus GN=Calb1 PE=1 SV=2
O70161|PI51C_MOUSE,2.92,220.05,7.54E+03,6.31E+03,1,0.84,19,12,10,Carbamidomethylation; TMT6plex; Deamidation (NQ),72408,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Mus musculus GN=Pip5k1c PE=1 SV=2
tr|F8WHW6|F8WHW6_MOUSE,2.92,220.05,7.54E+03,6.31E+03,1,0.84,19,12,10,Carbamidomethylation; TMT6plex; Deamidation (NQ),75516,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Mus musculus GN=Pip5k1c PE=1 SV=1
tr|E9Q0J5|E9Q0J5_MOUSE,1.83,219.93,2.66E+03,2.43E+03,1,0.91,4,8,5,Carbamidomethylation; TMT6plex,186635,Kinesin-like protein KIF21A OS=Mus musculus GN=Kif21a PE=1 SV=2
Q9QXL2|KI21A_MOUSE,1.83,219.93,2.66E+03,2.43E+03,1,0.91,4,8,5,Carbamidomethylation; TMT6plex,186535,Kinesin-like protein KIF21A OS=Mus musculus GN=Kif21a PE=1 SV=2
Q8R570|SNP47_MOUSE,3.04,219.86,4.86E+03,4.04E+03,1,0.83,22,9,7,TMT6plex,46524,Synaptosomal-associated protein 47 OS=Mus musculus GN=Snap47 PE=1 SV=1
P48036|ANXA5_MOUSE,7.31,219.72,2.39E+04,2.90E+04,1,1.22,43,15,14,TMT6plex; Oxidation (M),35752,Annexin A5 OS=Mus musculus GN=Anxa5 PE=1 SV=1
tr|J3QMG3|J3QMG3_MOUSE,1,219.6,2.22E+04,2.23E+04,1,1,35,14,9,Carbamidomethylation; TMT6plex; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),30852,Voltage-dependent anion-selective channel protein 3 OS=Mus musculus GN=Vdac3 PE=1 SV=1
tr|A0A140T8V3|A0A140T8V3_MOUSE,1,219.6,2.22E+04,2.23E+04,1,1,35,14,9,Carbamidomethylation; TMT6plex; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),30696,Uncharacterized protein OS=Mus musculus GN=Vdac3-ps1 PE=4 SV=1
Q60931|VDAC3_MOUSE,1,219.6,2.22E+04,2.23E+04,1,1,35,14,9,Carbamidomethylation; TMT6plex; Oxidation (M); Acetylation (Protein N-term); Deamidation (NQ),30753,Voltage-dependent anion-selective channel protein 3 OS=Mus musculus GN=Vdac3 PE=1 SV=1
Q99PT1|GDIR1_MOUSE,2.93,219.53,3.04E+04,3.01E+04,1,0.99,59,16,13,Carbamidomethylation; TMT6plex; Oxidation (M),23407,Rho GDP-dissociation inhibitor 1 OS=Mus musculus GN=Arhgdia PE=1 SV=3
P16054|KPCE_MOUSE,1.58,219.11,1.55E+04,1.46E+04,1,0.94,22,23,17,Carbamidomethylation; TMT6plex; Deamidation (NQ),83561,Protein kinase C epsilon type OS=Mus musculus GN=Prkce PE=1 SV=1
P09103|PDIA1_MOUSE,1.59,219.04,9.64E+03,9.20E+03,1,0.95,20,17,11,TMT6plex; Deamidation (NQ),57059,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=1 SV=2
tr|F8WI65|F8WI65_MOUSE,1.8,218.79,2.46E+03,2.19E+03,1,0.89,6,17,3,Carbamidomethylation; TMT6plex,56944,Adenosylhomocysteinase OS=Mus musculus GN=Ahcyl2 PE=1 SV=1
tr|F8WGT1|F8WGT1_MOUSE,1.8,218.79,2.46E+03,2.19E+03,1,0.89,5,17,3,Carbamidomethylation; TMT6plex,66771,Adenosylhomocysteinase OS=Mus musculus GN=Ahcyl2 PE=1 SV=1
Q68FL4|SAHH3_MOUSE,1.8,218.79,2.46E+03,2.19E+03,1,0.89,5,17,3,Carbamidomethylation; TMT6plex,66899,Putative adenosylhomocysteinase 3 OS=Mus musculus GN=Ahcyl2 PE=1 SV=1
Q99MN9|PCCB_MOUSE,2.05,218.68,2.21E+03,2.26E+03,1,1.02,15,6,6,TMT6plex,58409,Propionyl-CoA carboxylase beta chain  mitochondrial OS=Mus musculus GN=Pccb PE=1 SV=2
Q02248|CTNB1_MOUSE,3.12,218.54,1.07E+04,9.45E+03,1,0.89,10,10,7,Carbamidomethylation; TMT6plex,85471,Catenin beta-1 OS=Mus musculus GN=Ctnnb1 PE=1 SV=1
Q9QYS2|GRM3_MOUSE,2.18,218.27,3.69E+03,3.46E+03,1,0.94,8,15,7,Carbamidomethylation; TMT6plex,99114,Metabotropic glutamate receptor 3 OS=Mus musculus GN=Grm3 PE=1 SV=1
tr|A2AWI7|A2AWI7_MOUSE,2.16,218.22,8.78E+03,1.02E+04,1,1.16,35,13,12,Carbamidomethylation; TMT6plex; Deamidation (NQ),44908,Endophilin-B2 OS=Mus musculus GN=Sh3glb2 PE=1 SV=1
tr|F7DCH5|F7DCH5_MOUSE,1.91,218.04,342,390.419,1,1.14,1,11,1,TMT6plex,142850,CLIP-associating protein 2 OS=Mus musculus GN=Clasp2 PE=1 SV=1
Q8BVI4|DHPR_MOUSE,3.82,217.56,7.31E+03,9.24E+03,1,1.26,23,10,4,Carbamidomethylation; TMT6plex,25570,Dihydropteridine reductase OS=Mus musculus GN=Qdpr PE=1 SV=2
O70443|GNAZ_MOUSE,2.02,217.3,4.09E+03,3.54E+03,1,0.87,28,12,8,Carbamidomethylation; TMT6plex,40850,Guanine nucleotide-binding protein G(z) subunit alpha OS=Mus musculus GN=Gnaz PE=1 SV=4
Q9JKR6|HYOU1_MOUSE,2.65,217.18,4.31E+03,3.51E+03,1,0.81,7,12,7,TMT6plex,111181,Hypoxia up-regulated protein 1 OS=Mus musculus GN=Hyou1 PE=1 SV=1
P28474|ADHX_MOUSE,0.87,217,1.58E+04,1.54E+04,1,0.97,41,14,13,Carbamidomethylation; TMT6plex,39548,Alcohol dehydrogenase class-3 OS=Mus musculus GN=Adh5 PE=1 SV=3
P70704|AT8A1_MOUSE,2.04,216.98,9.45E+03,8.50E+03,1,0.9,8,13,11,Carbamidomethylation; TMT6plex,131413,Phospholipid-transporting ATPase IA OS=Mus musculus GN=Atp8a1 PE=1 SV=2
P56564|EAA1_MOUSE,2.12,216.79,1.21E+04,1.10E+04,1,0.91,11,8,5,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),59622,Excitatory amino acid transporter 1 OS=Mus musculus GN=Slc1a3 PE=1 SV=2
