Supplemental Table 1 - List and annotation of quantified proteins,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,t-test Difference_14vs96 (=log2 foldchange LFQ[14w/96w]),-Log t-test p value_14vs96,Significance,LFQ intensity 141031_1_0138-141022FaBrS01TQ,LFQ intensity 141031_1_0138-141022FaBrS02TQ,LFQ intensity 141031_1_0138-141022FaBrS03TQ,LFQ intensity 141031_1_0138-141022FaBrS04TQ,LFQ intensity 141031_1_0138-141022FaBrS05TQ,LFQ intensity 141031_1_0138-141022FaBrS06TQ,LFQ intensity 141031_1_0138-141022FaBrS07TQ,LFQ intensity 141031_1_0138-141022FaBrS08TQ,LFQ intensity 141031_1_0138-141022FaBrS09TQ,LFQ intensity 141031_1_0138-141022FaBrS10TQ,LFQ intensity 141031_1_0138-141022FaBrS11TQ,LFQ intensity 141031_1_0138-141022FaBrS12TQ
Canx,P35564,Calnexin,0.165158,0.388495,nonsig,28.081,27.8798,28.0864,28.347,28.0585,28.1685,28.5021,28.6123,28.138,27.9586,28.0364,28.5478
G6pc,P35576,Glucose-6-phosphatase,0.986399,1.98846,sig,27.4327,27.8104,27.1218,27.966,27.8661,28.7149,28.8604,28.6784,27.1219,27.6459,27.7881,27.6183
Prdx1,P35700;B1AXW5;B1AXW6;B1AXW4,Peroxiredoxin-1,0.0546718,0.116841,nonsig,32.6361,32.6871,32.9398,32.4919,32.2208,32.6864,32.4885,31.9796,32.3857,32.3506,32.0489,32.3716
Cd81,P35762,CD81 antigen,-0.832955,0.481698,nonsig,25.4754,24.52,24.6798,24.9165,25.2207,23.8439,23.6538,25.936,25.7045,25.4052,24.0732,26.8034
Rpl12,P35979,60S ribosomal protein L12,-0.0462074,0.0938801,nonsig,28.6677,28.6362,29.2878,28.9525,28.211,29.0089,28.3573,28.4697,28.6535,28.5987,28.534,28.4456
Rpl18,P35980;G3UZJ6,60S ribosomal protein L18,0.43363,0.671127,nonsig,27.1126,26.6826,26.7339,26.3024,26.0544,27.2749,26.4697,26.0276,25.7001,26.2084,26.1034,26.0802
Cpox,P36552,"Coproporphyrinogen-III oxidase, mitochondrial",0.491547,0.632369,nonsig,26.4271,25.8784,26.3389,25.2813,26.4342,26.1168,26.3031,26.2727,25.9056,24.9834,26.7255,25.5462
Por,P37040;Q05DV1,NADPH--cytochrome P450 reductase,0.342352,0.958457,nonsig,27.3619,27.1187,27.1922,26.9904,27.5801,28.1597,27.8272,27.992,27.4278,27.9007,27.2711,27.5901
Tagln,P37804,Transgelin,-0.907876,1.17364,nonsig,27.1872,26.8406,28.1096,27.3041,27.2397,27.0235,26.0238,27.7309,27.719,28.341,28.1036,27.4859
Hmgcl,P38060,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",0.209193,0.522431,nonsig,29.8067,29.5704,29.6985,29.8841,30.2044,30.5841,29.8981,30.0733,30.0029,30.1167,30.1498,29.6538
Hspa9,P38647,"Stress-70 protein, mitochondrial",0.0508437,0.19018,nonsig,32.234,31.9362,31.6353,31.9704,31.9729,31.9677,32.1215,31.919,32.1242,32.0243,31.6788,31.9504
Cap1,P40124,Adenylyl cyclase-associated protein 1,-0.357632,1.63953,nonsig,29.2065,28.6802,28.8481,29.5646,29.02,28.9591,29.1254,29.2259,29.5149,29.5273,29.1371,29.5816
Tkt,P40142,Transketolase,-0.0458479,0.121559,nonsig,32.0674,32.4564,32.2422,32.1698,31.7509,31.8768,31.7537,31.5531,31.6995,32.1413,31.5783,31.6987
Vps26a,P40336,Vacuolar protein sorting-associated protein 26A,-0.0832319,0.143984,nonsig,25.2315,24.996,25.4957,25.8869,26.1006,26.0131,26.0538,25.9874,25.9021,25.9188,25.8903,26.7766
Inmt,P40936,Indolethylamine N-methyltransferase,0.196504,0.239538,nonsig,30.7756,31.1496,31.2817,30.8371,30.7685,31.5724,31.1676,31.45,31.3795,30.27,30.999,31.524
Rpl28,P41105,60S ribosomal protein L28,0.428502,0.587437,nonsig,27.2421,27.1415,27.1125,26.5601,26.6591,27.715,26.7832,26.247,26.0289,26.7374,26.4117,26.5121
Eci1,P42125,"Enoyl-CoA delta isomerase 1, mitochondrial",0.254587,0.209518,nonsig,29.5342,30.1188,28.9142,27.8124,29.2047,29.3721,28.3562,27.9552,28.6935,28.2369,29.2826,27.6568
Sept2,P42208;E9Q3V6;F6WYM0;D3YYB1;D3Z3C0,Septin-2,-0.232138,0.0716337,nonsig,26.6061,27.2616,26.81,26.5116,26.4062,24.0077,26.4422,26.2219,27.6699,23.1615,26.1223,27.0528
Stat1,Q8C3V4;P42225,Signal transducer and activator of transcription 1,-0.367863,0.40043,nonsig,24.4439,24.2023,23.7043,24.1682,23.7944,23.9047,24.9989,24.4308,25.4892,24.2518,24.2259,24.6334
Pura,P42669,Transcriptional activator protein Pur-alpha,-0.0562835,0.0276428,nonsig,25.5496,25.1177,25.5181,25.5409,25.6545,23.2966,26.0617,25.8647,25.563,24.5449,25.2572,25.7374
Cct8,P42932;H3BL49,T-complex protein 1 subunit theta,0.0543995,0.129476,nonsig,28.8525,28.6399,28.747,28.7939,28.9633,28.9447,28.8683,28.3999,28.6764,28.9927,28.6668,28.6228
Cox6a1,P43024;Q9DCW5,"Cytochrome c oxidase subunit 6A1, mitochondrial;Cytochrome c oxidase subunit 6A, mitochondrial",0.117685,0.0618242,nonsig,29.2619,28.2348,27.9804,28.7038,27.9981,27.2764,28.1426,29.1151,28.8699,27.2262,26.8884,29.0769
Hist1h1e,P43274,Histone H1.4,-0.235585,0.216819,nonsig,26.929,29.0929,28.2748,26.9768,27.9996,26.9015,28.542,27.5873,27.898,28.6935,27.9591,27.4221
Hist1h1b,P43276,Histone H1.5,-0.136105,0.0793066,nonsig,24.0434,24.8262,24.5421,24.1947,24.7218,24.118,24.169,23.8242,24.3267,25.9071,24.0875,23.0561
Akr1b1;Akr1b3,P45376;D3YVJ7,Aldose reductase,-0.264783,0.290295,nonsig,28.3034,29.2327,28.1791,28.5222,28.7881,28.7239,29.3545,28.5943,28.6503,29.0046,28.7363,30.1288
Cfl2,P45591,Cofilin-2,0.249334,1.11399,nonsig,26.8637,26.4121,26.6367,27.5064,27.1638,27.2305,27.4494,27.237,26.8286,27.1128,26.8874,27.2547
Acadm,P45952,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0.430333,2.44833,nonsig,32.6982,32.116,32.3298,32.7456,32.4964,32.6378,32.7739,32.7703,32.3721,32.0779,32.1929,32.3142
Nsf,P46460,Vesicle-fusing ATPase,-0.163681,0.418162,nonsig,26.3325,26.3776,26.1489,26.9056,26.3889,26.4252,26.0608,26.2862,26.7191,26.6453,26.0394,26.4121
Psmc2,P46471;Q8BVQ9,26S protease regulatory subunit 7,-0.0527573,0.0996398,nonsig,27.0698,26.9632,26.9403,27.8075,27.2266,26.9638,27.5198,26.8941,27.008,27.3347,26.9605,27.5122
Fdx1,P46656,"Adrenodoxin, mitochondrial",-0.870866,0.636111,nonsig,23.0554,23.5593,24.0679,23.2385,23.8615,24.2714,26.0858,24.2815,25.886,26.4069,24.4334,25.2573
Adss,P46664,Adenylosuccinate synthetase isozyme 2,-0.60422,0.620416,nonsig,25.795,25.3754,25.772,26.1383,25.7148,23.9056,25.9035,25.3364,26.0661,25.5836,25.847,25.7806
Cryz,P47199;V9GXY8,Quinone oxidoreductase,-0.271482,1.32099,nonsig,31.8808,31.4311,31.9583,31.6095,31.5584,31.8207,31.7356,31.4238,32.0597,31.8395,31.7709,31.9544
Aldh2,P47738,"Aldehyde dehydrogenase, mitochondrial",-0.403094,1.30783,nonsig,31.7088,32.0791,31.8866,31.7874,32.1357,32.0149,31.8985,32.1625,32.2984,32.509,32.8585,32.158
Capza1,Q5RKN9;P47753,F-actin-capping protein subunit alpha-1,-0.463603,0.366772,nonsig,25.7395,25.0197,25.346,26.2114,25.4054,23.4587,25.2445,25.4963,25.6883,25.3855,24.6322,25.7533
Capza2,P47754;D6RCW7,F-actin-capping protein subunit alpha-2,-0.238489,0.361141,nonsig,27.4413,26.6935,27.4498,27.8386,27.4575,27.0638,27.9665,27.3698,27.8336,27.4299,27.2975,28.2506
Capzb,P47757;F6QJN8;F6YHZ8,F-actin-capping protein subunit beta,-0.544712,0.889647,nonsig,27.7188,28.2827,28.3364,28.2114,27.8051,28.2038,27.8347,28.915,28.4156,28.9035,29.1317,28.4866
Rpl6;Gm5428,P47911;E9PUX4,60S ribosomal protein L6,0.0729685,0.11638,nonsig,28.1698,28.0812,28.4009,27.6851,27.5082,28.0606,27.9793,27.1002,27.5359,27.4506,27.6036,27.7663
Rplp1,P47955,60S acidic ribosomal protein P1,-0.350898,0.216794,nonsig,28.7933,28.7185,29.1615,29.1213,27.3167,28.1611,27.8734,30.2144,28.3522,28.7693,28.9544,28.8934
Rpl5,P47962;D3YYV8,60S ribosomal protein L5,0.214199,0.44144,nonsig,29.1391,28.7329,29.0092,29.2552,28.8928,29.0921,28.6134,28.9467,28.6721,28.9027,28.1294,28.9839
Rpl13,P47963,60S ribosomal protein L13,0.644886,0.679897,nonsig,28.1821,27.8592,27.6119,27.7195,26.8792,27.8037,27.6216,25.9767,26.1913,26.9796,26.1376,26.3933
Eif1,P48024,Eukaryotic translation initiation factor 1,-0.357521,1.25175,nonsig,26.9594,26.734,27.3412,27.1646,26.6873,26.6728,26.5816,27.1941,27.2955,27.177,27.0651,27.0282
Anxa5,P48036,Annexin A5,-0.32463,1.6512,nonsig,30.8186,30.2542,30.6629,31.0772,30.7138,30.8305,30.885,30.6251,31.0178,30.9766,31.3532,31.0054
Lmna,P48678,Prelamin-A/C;Lamin-A/C,-0.530229,1.38564,nonsig,28.4494,28.5753,28.4822,28.983,28.8948,28.3708,28.7482,28.5877,29.2438,29.4269,28.6805,29.3712
Cbr1,P48758,Carbonyl reductase [NADPH] 1,-0.137165,0.319086,nonsig,28.7135,28.9626,28.5454,28.861,28.1323,27.5826,27.5113,27.7455,27.8141,27.5795,28.0147,28.1121
Cox7a2,P48771,"Cytochrome c oxidase subunit 7A2, mitochondrial",0.140336,0.159753,nonsig,28.7321,29.0266,28.3907,28.3114,28.0588,29.036,28.7808,27.7543,28.6086,28.4367,27.9394,28.0838
Slc25a4,P48962,ADP/ATP translocase 1,0.2727,0.387811,nonsig,31.6695,31.7281,31.0975,31.2096,31.2365,30.9362,31.0773,31.9446,30.522,30.9584,31.5483,31.0752
Psma2,P49722,Proteasome subunit alpha type-2,0.0327649,0.0691746,nonsig,27.2332,24.5161,26.5845,23.4246,26.597,26.3214,26.5267,26.5899,26.823,26.573,26.4343,26.0738
Ctsh,P49935,Pro-cathepsin H;Cathepsin H mini chain;Cathepsin H;Cathepsin H heavy chain;Cathepsin H light chain,0.389851,0.642318,nonsig,27.0203,26.803,26.7715,26.4528,26.8638,27.5032,27.0458,26.4036,26.8196,26.3541,26.1676,26.9157
Bckdha,P50136;Q3U3J1,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",0.0382943,0.0626189,nonsig,26.4112,26.6449,26.0961,26.2332,26.8385,26.8817,26.2707,26.2169,26.8278,26.391,26.2586,26.5772
Hsd17b8;H2-Ke6,P50171;G3UX44,Estradiol 17-beta-dehydrogenase 8,0.116213,0.107728,nonsig,25.8792,26.4671,25.3681,25.5264,26.4073,25.7064,25.8366,24.8325,26.0115,25.8842,25.0087,25.4135
Ahcy,P50247,Adenosylhomocysteinase,0.180182,0.266445,nonsig,31.1971,31.2719,31.0909,31.2093,31.3323,31.4057,31.2257,30.4857,30.8507,31.2623,30.4589,31.1568
Fmo1,P50285;Q3UNX7,Dimethylaniline monooxygenase [N-oxide-forming] 1,0.489773,1.85807,nonsig,28.8023,28.9342,29.0043,29.0693,29.1768,29.4403,29.4335,29.2573,28.7247,28.7348,28.6744,29.2148
Gdi1,P50396,Rab GDP dissociation inhibitor alpha,-0.138976,0.47471,nonsig,26.9653,27.0628,26.8247,27.4252,27.0512,27.0705,27.1651,26.9421,27.1151,27.305,26.8932,27.4717
Atp6v1a,P50516,V-type proton ATPase catalytic subunit A,0.302107,1.09136,nonsig,32.3325,31.9535,32.1221,31.8116,31.8841,32.1611,31.9416,31.6452,31.7836,31.7622,31.4768,31.4009
Atp6v1e1,P50518,V-type proton ATPase subunit E 1,0.0177412,0.0382687,nonsig,30.6151,31.0045,30.5058,30.4604,30.738,30.8333,30.6154,31.1034,30.6285,30.5888,30.8872,31.1146
S100a11,P50543,Protein S100-A11,-0.704927,1.96655,nonsig,29.2343,28.8534,28.5851,29.0543,28.3618,28.0975,28.6581,28.124,28.689,28.9148,29.3668,29.0905
Acadvl,P50544;B1AR28,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0.112038,0.38971,nonsig,30.9492,31.1628,30.4344,30.6198,31.009,30.8176,30.7662,30.883,30.9459,30.6098,30.5136,30.9582
Pa2g4,P50580;D3YVH7,Proliferation-associated protein 2G4,-0.196412,0.934074,nonsig,26.8553,26.5278,27.1687,27.3308,27.5119,27.3671,27.1939,27.1711,27.531,27.3286,27.4948,27.6753
Rab7a,P51150,Ras-related protein Rab-7a,0.10315,0.314623,nonsig,27.1224,27.7997,27.1979,27.5694,27.4799,27.1253,27.4135,27.496,27.0331,27.1727,27.5252,27.3711
Acadl,P51174,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",-0.145772,1.23229,nonsig,31.1924,31.5122,30.9513,30.8866,31.3233,31.3904,31.3627,31.1292,31.4776,31.4512,31.3876,31.4723
Rpl9,P51410;D3Z629,60S ribosomal protein L9,0.0714121,0.0711552,nonsig,27.9005,27.7056,28.9014,28.1585,26.8882,27.9832,27.6671,28.0988,27.1543,28.1304,27.246,27.821
Hsd17b4,P51660,Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,0.633472,1.27601,nonsig,29.9799,29.652,29.877,29.8627,29.965,31.0946,30.3657,30.1363,29.6915,29.8761,29.9183,29.5418
Hsd11b2,P51661,Corticosteroid 11-beta-dehydrogenase isozyme 2,-0.356616,0.479778,nonsig,24.2306,26.1041,24.1308,23.6632,23.335,23.8693,23.9357,23.4753,23.1832,23.9414,24.3677,24.5494
Gss,P51855;Q3UEE2;A2AQN9;A2AQN7,Glutathione synthetase,0.255636,1.26791,nonsig,29.2541,28.6708,28.8653,28.7281,29.1633,29.1985,29.0819,28.7742,28.8669,28.6984,28.744,28.886
Hdgf,P51859;E0CYW7;E0CXA0,Hepatoma-derived growth factor,0.0261598,0.041746,nonsig,26.7041,26.5093,27.1154,27.1351,27.2569,27.1629,27.0026,26.9239,27.0152,26.5005,27.3992,27.3268
Atp6v0d1,P51863,V-type proton ATPase subunit d 1,-0.053772,0.0661456,nonsig,25.8588,24.2467,23.0926,22.5338,23.9014,24.6828,23.4318,23.9638,24.1553,23.6603,24.2296,24.1496
Slc25a5,P51881,ADP/ATP translocase 2,0.377887,2.24925,nonsig,31.52,31.1604,31.0227,31.0035,31.3324,31.0617,31.2743,31.4396,30.8168,30.8806,31.0154,30.8837
Lum,P51885,Lumican,-1.79186,0.95567,sig,27.078,27.1855,26.5148,27.4409,26.834,22.8141,26.7266,25.9423,27.0992,27.7693,27.0692,27.5469
Tst,P52196,Thiosulfate sulfurtransferase,-0.105078,0.196187,nonsig,29.1057,28.9461,28.8486,28.6578,28.6454,29.1407,28.7175,28.7786,29.2138,29.2307,28.7663,28.4918
Usp10,P52479,Ubiquitin carboxyl-terminal hydrolase 10,0.0173154,0.0090581,nonsig,24.8375,25.1072,23.2824,25.2347,24.5197,24.2765,23.6714,23.9723,22.7594,25.007,25.2608,23.3434
Pkm,P52480,Pyruvate kinase isozymes M1/M2,-0.0302067,0.0358925,nonsig,31.003,31.2687,31.0017,31.2574,30.6109,30.6932,30.7752,31.2055,30.5936,30.3442,30.9266,31.5411
Ndufs6,P52503,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",-0.165316,0.459245,nonsig,27.9645,29.0209,28.2205,27.7994,27.3957,27.7762,27.5769,27.8176,27.651,27.7364,27.6492,28.1911
Hrsp12,P52760,Ribonuclease UK114,-0.0172343,0.0368441,nonsig,30.8027,30.6213,30.5797,29.9129,30.6503,30.4003,30.3695,30.1334,30.662,30.483,30.4013,30.0762
Cpt2,P52825,"Carnitine O-palmitoyltransferase 2, mitochondrial",-0.157527,1.74839,nonsig,29.6897,29.7311,29.1363,29.4997,29.7703,29.8044,29.7101,29.5988,29.8971,29.8894,29.8239,29.9033
Dbt,P53395,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",0.00565338,0.0241564,nonsig,29.4294,29.004,28.9404,29.0815,29.3598,29.1486,29.2811,29.0377,29.3039,29.1365,29.1714,29.1929
Rab2a,P53994,Ras-related protein Rab-2A,-0.508952,0.342967,nonsig,27.0379,26.3894,27.0046,27.2694,27.0648,24.761,27.3595,27.3971,27.1573,27.0582,27.0668,27.3359
Idh2,P54071,"Isocitrate dehydrogenase [NADP], mitochondrial",0.0937147,0.282672,nonsig,32.6761,32.5515,32.5256,32.7566,32.8808,32.6858,32.572,32.9565,32.5848,32.5314,32.6104,32.9935
Psmc4,P54775,26S protease regulatory subunit 6B,-0.120632,0.19695,nonsig,26.8054,26.5199,26.8504,27.2723,26.8704,26.3113,27.012,27.4485,26.9419,26.9802,27.2011,27.0016
Adsl,P54822;E9Q0A0;E9Q3T7;E9Q242,Adenylosuccinate lyase,-0.157796,0.180432,nonsig,25.3613,25.354,25.3676,26.3341,25.3921,24.6503,25.4895,26.0277,25.1728,25.5756,26.0617,25.3807
Abcd3,P55096,ATP-binding cassette sub-family D member 3,0.480567,0.848212,nonsig,28.6991,28.6507,29.0304,29.2826,28.7735,29.7445,29.401,29.6028,28.6805,28.5541,28.969,29.3961
Rab8a,P55258,Ras-related protein Rab-8A,0.0741243,0.262556,nonsig,23.2477,23.6286,24.1379,22.8321,24.3537,24.2186,24.3268,24.3246,24.1911,23.9425,24.4706,24.323
Adk,P55264,Adenosine kinase,-0.117651,0.277765,nonsig,28.1599,27.9177,28.1631,28.1596,28.4979,28.1986,28.1625,28.2136,28.054,28.4919,28.7734,28.2239
Lrpap1,P55302;F6WMD1,Alpha-2-macroglobulin receptor-associated protein,0.296833,0.97966,nonsig,27.7358,27.555,27.7347,27.8142,27.2809,27.7161,27.7994,27.3253,27.1915,27.2416,27.0552,27.4462
Atp5j2,P56135;F8WHP8,"ATP synthase subunit f, mitochondrial",-1.33233,0.426301,nonsig,29.3122,28.492,27.9472,28.6538,29.1051,23.1089,28.4314,28.2929,28.6365,28.311,28.5768,28.7434
Atp5e,P56382,"ATP synthase subunit epsilon, mitochondrial",0.349316,0.10521,nonsig,22.3273,23.0854,26.9751,24.2402,27.7343,22.8194,23.7913,24.5271,23.6933,23.438,24.2355,26.1079
Cda,P56389,Cytidine deaminase,0.0167542,0.025849,nonsig,29.6255,29.1277,29.8275,29.6049,29.4402,30.1858,29.3383,29.9642,29.7537,29.6505,29.9333,29.5239
Cox6b1,P56391,Cytochrome c oxidase subunit 6B1,0.401814,0.506249,nonsig,31.0014,30.9577,30.545,30.602,30.1473,30.6538,30.0981,29.5139,29.7451,30.4753,29.2681,29.3174
Cox17,P56394,Cytochrome c oxidase copper chaperone,-0.261919,0.402013,nonsig,25.3342,25.8129,25.3436,25.055,24.8765,25.3709,24.6769,24.9145,25.8416,25.1742,24.6367,25.234
Cyb5a;Cyb5,P56395;G5E850;E0CY88,Cytochrome b5,0.290157,0.98003,nonsig,30.8129,30.7545,31.1475,30.8758,31.1306,31.2299,31.4303,30.9436,30.9941,30.8328,30.6099,31.1369
Usp5,Q3U4W8;P56399,Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 5,-0.112816,0.358976,nonsig,27.5389,27.3561,27.4826,27.9673,27.9221,27.8631,27.8356,28.1342,27.7407,28.2152,27.999,28.2513
Atp5b,P56480,"ATP synthase subunit beta, mitochondrial",0.187242,1.07746,nonsig,35.856,35.4226,35.547,35.7018,35.3949,35.4882,35.4344,35.6897,35.3477,35.1895,35.2474,35.4736
Pdcd5,P56812,Programmed cell death protein 5,-0.150292,0.0842862,nonsig,22.6355,24.3076,22.3738,24.5287,24.1293,23.9662,24.2468,23.8158,23.0654,23.6778,24.0015,26.0145
Lad1,P57016,Ladinin-1,-0.459452,0.729885,nonsig,24.8754,25.2722,25.3312,25.4946,27.2318,25.9151,26.8815,26.8832,27.0321,26.9357,27.3393,27.4422
Atp6v1d,P57746,V-type proton ATPase subunit D,0.445507,1.06173,nonsig,27.4572,27.8095,27.9005,27.8011,28.1148,28.2405,28.2701,28.0752,27.5883,27.5772,27.3992,28.3539
Erp29,P57759,Endoplasmic reticulum resident protein 29,0.556145,1.22075,nonsig,26.752,26.236,26.6422,26.4799,26.4589,26.448,26.2801,25.9286,25.7355,25.2445,25.661,26.2502
Actn4,P57780;E9Q2W9,Alpha-actinin-4,-0.386718,2.05195,nonsig,30.7044,30.4113,30.8195,30.82,30.8556,30.6227,30.5931,30.5273,31.1365,31.0975,30.8223,31.0892
Eef2,P58252,Elongation factor 2,0.160398,0.375942,nonsig,32.0997,31.8296,32.0895,32.0467,31.8398,32.2895,31.7926,32.1318,31.5689,31.9631,32.2012,31.6789
Slc12a3,P59158,Solute carrier family 12 member 3,0.410421,0.283328,nonsig,25.3468,25.2445,22.6781,25.3377,25.3049,23.9895,25.2387,24.2577,25.3127,23.7979,23.1369,24.9017
Arpc4,P59999;E9PWA7,Actin-related protein 2/3 complex subunit 4,0.107045,0.12744,nonsig,27.0793,27.3942,27.4009,26.3538,27.1981,25.7683,26.6498,26.4457,26.5432,26.5973,26.1078,26.3853
Eif3e,P60229,Eukaryotic translation initiation factor 3 subunit E,0.45255,0.530843,nonsig,26.2678,25.785,26.3704,26.6859,26.7366,26.399,26.4791,26.317,26.206,26.8002,24.9684,26.1468
Pcbp1,P60335,Poly(rC)-binding protein 1,-0.633776,1.22204,nonsig,28.6271,28.2562,28.2891,28.6035,27.9058,27.9999,27.9547,28.5433,29.0728,28.7358,28.0838,29.0463
Cdc42,P60766,Cell division control protein 42 homolog,0.164396,0.27258,nonsig,27.6885,27.8665,27.8609,28.2891,27.9247,28.4428,28.2328,28.188,27.5558,28.1754,28.5905,27.8091
Eif4a1,P60843,Eukaryotic initiation factor 4A-I,-0.123296,0.417989,nonsig,29.8645,29.6535,29.6518,29.8908,29.89,29.6935,29.9607,29.7115,29.908,30.1304,29.6304,30.08
Rps20,P60867,40S ribosomal protein S20,0.149372,0.391461,nonsig,27.6976,27.5585,27.5133,27.9943,27.7132,27.7882,27.8555,27.5776,27.5177,27.4971,27.2944,28.0278
Rab10,P61027,Ras-related protein Rab-10,-0.0683026,0.0675798,nonsig,25.0835,25.1823,25.3033,25.6449,25.2966,25.3785,25.2623,24.1171,25.1246,24.9082,24.6793,25.6157
Ube2n,P61089,Ubiquitin-conjugating enzyme E2 N,-0.0711393,0.0892094,nonsig,27.4177,27.0424,27.3714,27.7904,27.6193,27.5112,27.5951,27.77,27.1782,27.4852,28.5046,27.612
Kap,P61110,Kidney androgen-regulated protein,0.00741911,0.00195963,nonsig,26.4093,23.9049,24.1143,24.5872,23.1663,25.6616,23.4438,27.3579,24.4569,27.2154,24.0989,23.8286
Actr2,P61161,Actin-related protein 2,0.234815,0.704213,nonsig,28.563,28.3201,28.3182,28.511,28.7002,28.668,28.5352,29.0472,28.5565,28.7586,28.1808,28.5154
Actr1a,P61164,Alpha-centractin,-0.964798,0.702055,nonsig,24.0904,25.8113,25.745,24.5072,23.3537,23.2196,23.9389,25.1672,25.8412,24.254,23.8226,25.6207
Arf1;Arf3;Arf2,P84078;P61205;Q8BSL7,ADP-ribosylation factor 1;ADP-ribosylation factor 3;ADP-ribosylation factor 2,-0.226173,0.50514,nonsig,30.7224,30.2789,30.8414,30.7756,30.6877,30.4037,30.9232,30.9701,30.8315,30.5908,31.2133,31.2539
Arl1,P61211;F8WIB1,ADP-ribosylation factor-like protein 1,-1.37542,0.594219,nonsig,26.3528,25.2036,26.7852,26.7475,22.4566,26.2477,25.8654,27.3604,26.1244,27.3799,27.134,26.7935
Rpl26,P61255;B1ARA3;B1ARA5,60S ribosomal protein L26,0.0965996,0.916241,nonsig,26.3203,25.859,26.3823,25.9004,25.821,25.7086,25.767,25.6557,25.7533,25.6437,25.5896,25.5794
Magoh;Magohb,P61327;G3UZW7;G3UYI5;Q9CQL1,Protein mago nashi homolog;Protein mago nashi homolog 2,-0.0260172,0.0133073,nonsig,25.2974,25.4354,25.2685,25.8336,25.3902,23.8746,25.3548,25.4775,25.6037,23.4499,25.4365,25.711
Rpl27;Gm4825,P61358;A2A4Q0;E9PV49,60S ribosomal protein L27,-0.200705,0.213198,nonsig,24.7207,24.8368,25.0588,25.1248,25.0424,23.655,24.2897,24.3625,24.4532,23.9456,24.6149,25.1389
Rpl37a,P61514,60S ribosomal protein L37a,0.0147676,0.011562,nonsig,25.2244,26.0232,25.2337,24.5177,22.757,24.4169,24.4914,24.1231,23.7972,24.2969,23.6189,24.0163
Sec61a1,P61620,Protein transport protein Sec61 subunit alpha isoform 1,0.0493054,0.0595762,nonsig,25.4486,25.1315,25.4585,24.6643,24.4411,25.2329,24.2231,24.5317,24.5756,24.4988,25.0539,24.1032
Arf4,P61750;E9Q798,ADP-ribosylation factor 4,0.253833,0.360207,nonsig,27.7798,28.0178,27.4741,28.4797,28.2861,27.9883,28.1928,29.1194,27.9102,28.5487,28.3164,27.7961
Dad1,P61804,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,-1.30059,0.776824,nonsig,24.4489,25.0316,25.7096,26.0553,24.1751,24.4473,26.4428,23.0044,24.5914,26.4306,26.2575,25.9924
Abat,P61922,"4-aminobutyrate aminotransferase, mitochondrial",-0.00807619,0.0238105,nonsig,30.519,30.4942,30.1734,30.3659,30.4735,30.7029,30.3353,30.7268,30.7545,30.5791,30.4684,30.4689
Copz1,P61924,Coatomer subunit zeta-1,-0.877591,0.628739,nonsig,26.5786,22.9113,26.6342,27.5844,26.8707,24.4399,26.9354,26.8687,27.8669,26.8701,26.6991,27.189
Nutf2,P61971,Nuclear transport factor 2,-0.427982,0.376699,nonsig,26.069,25.4917,25.6408,25.4002,25.5872,23.5565,25.2427,24.8695,25.4739,24.5927,25.5073,25.3938
Ywhag,P61982,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",-0.303179,0.212892,nonsig,29.0533,29.3062,29.2678,29.2617,28.9644,28.9894,28.5742,30.6949,29.2775,30.3312,29.9023,28.9247
Rras2;Rras,P62071;P10833,Ras-related protein R-Ras2;Ras-related protein R-Ras,-0.33539,0.492291,nonsig,24.3949,24.1501,24.489,24.555,24.7022,23.3298,24.4868,24.3429,24.3744,24.6288,24.652,24.5482
Timm13,P62075,Mitochondrial import inner membrane translocase subunit Tim13,0.0161967,0.0220128,nonsig,26.5328,26.2614,26.6113,27.1701,26.6529,26.5605,26.6155,27.4147,26.5462,26.5644,26.9038,27.1645
Timm8b,P62077,Mitochondrial import inner membrane translocase subunit Tim8 B,-0.292069,0.265446,nonsig,25.3594,24.8504,25.3828,25.743,25.4021,25.9036,25.5105,23.984,25.3982,25.9515,25.4852,25.1337
Rps7;Gm9493;Gm6472,P62082;F6SVV1;J3QJZ3,40S ribosomal protein S7,-0.166975,0.324774,nonsig,29.1472,29.7672,29.846,30.0363,29.0234,29.1889,29.6199,29.4605,29.3681,29.2353,29.9998,29.3574
Ppp1cb,P62141,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,0.622008,0.969762,nonsig,26.6323,27.1056,27.8108,27.4067,27.7595,28.1135,27.6751,28.4415,26.9725,26.8674,28.0421,27.6196
