Protein Group,Protein ID,Accession,Significance -10logP,Coverage (%),#Peptides,#Unique,PTM,Young 1 Area,Young 2 Area,Young 3 Area,Young 4 Area,Young 5 Area,Young 6 Area,Old 1 Area,Old 2 Area,Old 3 Area,Old 4 Area,Old 5 Area,Old 6 Area,Sample Profile (Ratio),Young Area,Old Area,Group Profile (Ratio),Avg. Mass,FoldChange (FC),Log2(FC),Description
537,859,Q9D3D9|ATPD_MOUSE,10.81,17,3,3,,3.37E+07,3.20E+07,2.43E+07,2.41E+07,2.24E+07,2.06E+07,3.05E+07,3.25E+07,2.77E+07,3.10E+07,3.49E+07,2.97E+07,1.00:0.95:0.72:0.71:0.67:0.61:0.91:0.96:0.82:0.92:1.04:0.88,2.62E+07,3.10E+07,1.00:1.19,1.18,0.24,17600,ATP synthase subunit delta  mitochondrial OS=Mus musculus GN=Atp5d PE=1 SV=1
19,14,P05201|AATC_MOUSE,10.81,76,34,34,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,8.11E+07,1.10E+08,1.21E+08,1.12E+08,1.12E+08,1.18E+08,1.33E+08,1.20E+08,1.10E+08,1.25E+08,1.28E+08,1.18E+08,1.00:1.35:1.50:1.38:1.38:1.46:1.64:1.48:1.36:1.54:1.58:1.45,1.09E+08,1.22E+08,1.00:1.12,1.12,0.16,46232,Aspartate aminotransferase  cytoplasmic OS=Mus musculus GN=Got1 PE=1 SV=2
1503,4397,Q9D8U8|SNX5_MOUSE,10.78,2,1,1,,1.80E+05,0,0,4.97E+04,1.06E+05,1.09E+05,1.75E+05,1.82E+05,2.52E+05,1.30E+05,1.16E+05,2.36E+05,1.00:0:0:0.28:0.59:0.61:0.97:1.01:1.40:0.72:0.65:1.31,7.41E+04,1.82E+05,1.00:2.45,2.46,1.30,46797,Sorting nexin-5 OS=Mus musculus GN=Snx5 PE=2 SV=1
1473,2802,P28352|APEX1_MOUSE,10.76,5,1,1,,0,1.39E+05,5.01E+04,0,7.65E+04,1.08E+05,9.64E+04,1.47E+05,1.38E+05,1.48E+05,0,1.92E+05,0:1.00:0.36:0:0.55:0.77:0.69:1.05:0.99:1.06:0:1.38,6.23E+04,1.20E+05,1.00:1.93,1.93,0.95,35490,DNA-(apurinic or apyrimidinic site) lyase OS=Mus musculus GN=Apex1 PE=1 SV=2
1127,738,Q9DBC7|KAP0_MOUSE,10.73,8,2,2,,1.71E+05,1.09E+06,4.40E+05,7.87E+05,1.02E+06,1.37E+06,5.84E+05,1.43E+05,3.09E+05,3.61E+05,6.02E+05,5.02E+05,1.00:6.39:2.57:4.60:5.94:8.00:3.41:0.84:1.81:2.11:3.52:2.93,8.13E+05,4.17E+05,1.00:0.51,0.51,-0.96,43185,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus GN=Prkar1a PE=1 SV=3
1435,4347,P14142|GTR4_MOUSE,10.62,3,1,1,,3.55E+05,6.01E+05,2.45E+05,0,2.41E+05,5.91E+05,2.50E+05,2.00E+05,2.48E+05,2.12E+05,2.07E+05,2.39E+05,1.00:1.69:0.69:0:0.68:1.67:0.71:0.57:0.70:0.60:0.58:0.67,3.39E+05,2.26E+05,1.00:0.67,0.67,-0.58,54783,Solute carrier family 2  facilitated glucose transporter member 4 OS=Mus musculus GN=Slc2a4 PE=1 SV=2
1476,2734,Q9CQM5|TXD17_MOUSE,10.62,15,2,2,,4.66E+05,3.95E+05,4.73E+05,3.18E+05,3.79E+05,3.41E+05,3.50E+05,4.65E+05,3.56E+05,8.51E+05,7.96E+05,9.20E+05,1.00:0.85:1.01:0.68:0.81:0.73:0.75:1.00:0.76:1.83:1.71:1.97,3.95E+05,6.23E+05,1.00:1.58,1.58,0.66,14015,Thioredoxin domain-containing protein 17 OS=Mus musculus GN=Txndc17 PE=1 SV=1
1278,1573,P62774|MTPN_MOUSE,10.62,20,2,2,,9.04E+05,6.23E+05,1.15E+05,3.42E+05,5.91E+04,6.00E+05,9.49E+05,8.14E+05,8.50E+05,3.93E+05,5.69E+05,9.40E+05,1.00:0.69:0.13:0.38:0.07:0.66:1.05:0.90:0.94:0.43:0.63:1.04,4.41E+05,7.52E+05,1.00:1.71,1.71,0.77,12861,Myotrophin OS=Mus musculus GN=Mtpn PE=1 SV=2
10,41,Q60597|ODO1_MOUSE,10.57,65,63,62,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,4.14E+07,3.89E+07,4.34E+07,3.51E+07,3.83E+07,4.26E+07,3.79E+07,3.72E+07,3.26E+07,3.73E+07,4.03E+07,3.53E+07,1.00:0.94:1.05:0.85:0.93:1.03:0.92:0.90:0.79:0.90:0.98:0.85,3.99E+07,3.68E+07,1.00:0.92,0.92,-0.12,116449,2-oxoglutarate dehydrogenase  mitochondrial OS=Mus musculus GN=Ogdh PE=1 SV=3
1067,980,Q8VCR8|MYLK2_MOUSE,10.57,3,1,1,,3.88E+05,3.20E+05,1.99E+05,2.59E+05,2.01E+05,4.72E+05,2.19E+05,1.99E+05,2.34E+05,1.65E+05,1.82E+05,2.69E+05,1.00:0.82:0.51:0.67:0.52:1.22:0.56:0.51:0.60:0.42:0.47:0.69,3.07E+05,2.11E+05,1.00:0.69,0.69,-0.54,65990,Myosin light chain kinase 2  skeletal/cardiac muscle OS=Mus musculus GN=Mylk2 PE=2 SV=2
620,591,Q9EQU5|SET_MOUSE,10.56,23,5,5,,1.37E+06,2.23E+05,2.90E+05,4.26E+05,4.65E+05,3.84E+05,1.03E+06,8.30E+05,6.84E+05,9.77E+05,7.32E+05,2.17E+06,1.00:0.16:0.21:0.31:0.34:0.28:0.75:0.60:0.50:0.71:0.53:1.58,5.27E+05,1.07E+06,1.00:2.03,2.03,1.02,33378,Protein SET OS=Mus musculus GN=Set PE=1 SV=1
674,652,P62082|RS7_MOUSE,10.54,39,4,4,,1.34E+07,5.54E+06,1.23E+07,4.21E+06,1.72E+07,7.33E+06,1.38E+07,1.39E+07,1.09E+07,1.78E+07,1.36E+07,1.74E+07,1.00:0.41:0.92:0.31:1.28:0.55:1.03:1.04:0.81:1.33:1.02:1.30,9.56E+06,1.46E+07,1.00:1.52,1.53,0.61,22127,40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1
190,248,P00920|CAH2_MOUSE,10.53,73,14,14,Oxidation (M),5.33E+06,5.20E+06,5.82E+06,4.09E+06,5.41E+06,5.56E+06,1.27E+07,8.56E+06,1.53E+07,6.67E+06,6.44E+06,3.90E+06,1.00:0.98:1.09:0.77:1.02:1.04:2.38:1.61:2.87:1.25:1.21:0.73,5.24E+06,8.93E+06,1.00:1.70,1.70,0.77,29033,Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4
460,569,Q9D0S9|HINT2_MOUSE,10.52,45,6,6,,7.48E+06,7.71E+06,7.80E+06,6.89E+06,7.19E+06,7.88E+06,8.48E+06,9.21E+06,6.41E+06,8.42E+06,1.05E+07,8.90E+06,1.00:1.03:1.04:0.92:0.96:1.05:1.13:1.23:0.86:1.13:1.41:1.19,7.49E+06,8.66E+06,1.00:1.16,1.16,0.21,17320,Histidine triad nucleotide-binding protein 2  mitochondrial OS=Mus musculus GN=Hint2 PE=2 SV=1
844,4731,Q9CWV7|ZSWM1_MOUSE,10.5,2,1,1,,2.02E+06,3.27E+06,2.67E+06,2.48E+06,3.47E+06,3.68E+06,1.53E+06,2.65E+06,1.30E+06,2.63E+06,2.72E+06,2.58E+06,1.00:1.62:1.33:1.23:1.72:1.83:0.76:1.32:0.64:1.30:1.35:1.28,2.93E+06,2.30E+06,1.00:0.78,0.78,-0.35,51481,Zinc finger SWIM domain-containing protein 1 OS=Mus musculus GN=Zswim1 PE=2 SV=1
1596,4384,Q9JK37|MYOZ1_MOUSE,10.48,3,1,1,,1.04E+06,0,0,9.51E+05,1.27E+06,1.01E+06,0,9.81E+05,3.57E+05,1.03E+06,8.94E+05,5.88E+05,1.00:0:0:0.91:1.21:0.96:0:0.94:0.34:0.99:0.86:0.56,7.11E+05,6.42E+05,1.00:0.90,0.90,-0.15,31457,Myozenin-1 OS=Mus musculus GN=Myoz1 PE=1 SV=1
272,119,P70670|NACAM_MOUSE,10.43,9,14,14,N-ethylmaleimide on cysteines,1.90E+06,1.30E+06,1.70E+06,1.05E+06,9.62E+05,1.39E+06,1.60E+06,1.10E+06,5.29E+05,9.47E+05,1.07E+06,6.07E+05,1.00:0.68:0.90:0.55:0.51:0.73:0.84:0.58:0.28:0.50:0.57:0.32,1.38E+06,9.76E+05,1.00:0.71,0.71,-0.50,220599,Nascent polypeptide-associated complex subunit alpha  muscle-specific form OS=Mus musculus GN=Naca PE=1 SV=1
689,544,P14206|RSSA_MOUSE,10.42,31,6,6,N-ethylmaleimide on cysteines,1.87E+06,1.08E+06,8.96E+05,1.59E+06,1.48E+06,1.52E+06,2.18E+06,1.73E+06,2.34E+06,1.14E+06,1.54E+06,2.23E+06,1.00:0.58:0.48:0.85:0.79:0.81:1.16:0.92:1.25:0.61:0.82:1.19,1.39E+06,1.86E+06,1.00:1.33,1.34,0.42,32838,40S ribosomal protein SA OS=Mus musculus GN=Rpsa PE=1 SV=4
85,252,P05977|MYL1_MOUSE,10.36,89,19,14,Oxidation (M); N-ethylmaleimide on cysteines,3.92E+07,4.83E+07,5.90E+07,1.07E+08,6.76E+07,4.15E+07,8.20E+07,8.22E+07,1.09E+08,8.01E+07,6.53E+07,7.99E+07,1.00:1.23:1.51:2.73:1.73:1.06:2.09:2.10:2.79:2.04:1.67:2.04,6.04E+07,8.32E+07,1.00:1.38,1.38,0.46,20594,Myosin light chain 1/3  skeletal muscle isoform OS=Mus musculus GN=Myl1 PE=1 SV=2
214,424,Q64433|CH10_MOUSE,10.34,73,10,9,,4.12E+07,3.11E+07,3.41E+07,2.89E+07,2.98E+07,3.33E+07,2.88E+07,2.97E+07,2.33E+07,2.86E+07,3.27E+07,3.02E+07,1.00:0.75:0.83:0.70:0.72:0.81:0.70:0.72:0.57:0.69:0.79:0.73,3.33E+07,2.89E+07,1.00:0.87,0.87,-0.20,10963,10 kDa heat shock protein  mitochondrial OS=Mus musculus GN=Hspe1 PE=1 SV=2
422,710,P56382|ATP5E_MOUSE,10.34,54,4,4,N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines,6.26E+06,9.52E+06,6.56E+06,6.37E+06,5.81E+06,6.05E+06,7.28E+06,8.97E+06,6.99E+06,7.88E+06,8.50E+06,8.32E+06,1.00:1.52:1.05:1.02:0.93:0.97:1.16:1.43:1.12:1.26:1.36:1.33,6.76E+06,7.99E+06,1.00:1.18,1.18,0.24,5838,ATP synthase subunit epsilon  mitochondrial OS=Mus musculus GN=Atp5e PE=2 SV=2
300,497,P24472|GSTA4_MOUSE,10.33,25,8,7,,4.06E+06,2.89E+06,3.60E+06,3.06E+06,2.81E+06,2.96E+06,3.75E+06,3.73E+06,2.87E+06,3.69E+06,4.40E+06,4.28E+06,1.00:0.71:0.89:0.75:0.69:0.73:0.92:0.92:0.71:0.91:1.08:1.05,3.23E+06,3.79E+06,1.00:1.17,1.17,0.23,25564,Glutathione S-transferase A4 OS=Mus musculus GN=Gsta4 PE=1 SV=3
1085,1157,A2AKX3|SETX_MOUSE,10.32,0,1,1,,3.16E+05,3.29E+05,0,0,2.60E+05,5.29E+05,1.00E+05,1.70E+05,3.43E+05,0,2.88E+05,1.50E+05,1.00:1.04:0:0:0.82:1.67:0.32:0.54:1.09:0:0.91:0.48,2.39E+05,1.75E+05,1.00:0.73,0.73,-0.45,297588,Probable helicase senataxin OS=Mus musculus GN=Setx PE=2 SV=1
640,355,Q9R1P0|PSA4_MOUSE,10.31,31,7,7,N-ethylmaleimide on cysteines,1.20E+06,8.25E+05,1.10E+06,7.01E+05,7.97E+05,1.34E+06,1.99E+06,1.22E+06,2.38E+06,1.33E+06,8.48E+05,1.19E+06,1.00:0.69:0.92:0.58:0.66:1.12:1.66:1.02:1.98:1.11:0.71:0.99,9.95E+05,1.49E+06,1.00:1.50,1.50,0.58,29471,Proteasome subunit alpha type-4 OS=Mus musculus GN=Psma4 PE=1 SV=1
1053,1413,Q3U4G3|CC021_MOUSE,10.31,2,1,1,,2.63E+06,2.24E+06,1.81E+06,1.95E+06,3.54E+06,4.79E+06,1.45E+06,1.77E+06,5.27E+05,1.23E+06,2.87E+06,2.55E+06,1.00:0.85:0.69:0.74:1.34:1.82:0.55:0.67:0.20:0.47:1.09:0.97,2.83E+06,1.73E+06,1.00:0.61,0.61,-0.71,43885,Uncharacterized protein C3orf21 homolog OS=Mus musculus PE=2 SV=1
1302,2751,Q9QZJ6|MFAP5_MOUSE,10.29,12,2,2,D5 N-ethylmaleimide on cysteines,0,0,7.82E+04,0,0,8.12E+04,1.35E+05,1.31E+05,2.36E+05,2.29E+05,9.17E+04,4.17E+04,0:0:1.00:0:0:1.04:1.73:1.67:3.02:2.93:1.17:0.53,2.66E+04,1.44E+05,1.00:5.43,5.41,2.44,18538,Microfibrillar-associated protein 5 OS=Mus musculus GN=Mfap5 PE=2 SV=1
1174,1230,Q91WQ3|SYYC_MOUSE,10.26,2,1,1,,0,1.01E+05,1.13E+05,1.06E+05,1.06E+05,1.06E+05,2.91E+04,6.36E+04,0,5.29E+04,1.00E+05,1.15E+05,0:1.00:1.12:1.06:1.05:1.05:0.29:0.63:0:0.52:0.99:1.14,8.87E+04,6.01E+04,1.00:0.68,0.68,-0.56,59105,Tyrosyl-tRNA synthetase  cytoplasmic OS=Mus musculus GN=Yars PE=2 SV=3
1131,1108,Q99P72|RTN4_MOUSE,10.25,2,2,2,,4.85E+05,9.05E+05,5.41E+05,2.57E+05,5.10E+05,5.16E+05,2.66E+05,2.84E+05,1.93E+05,2.81E+05,3.60E+05,6.39E+05,1.00:1.86:1.11:0.53:1.05:1.06:0.55:0.58:0.40:0.58:0.74:1.32,5.36E+05,3.37E+05,1.00:0.63,0.63,-0.67,126613,Reticulon-4 OS=Mus musculus GN=Rtn4 PE=1 SV=2
692,623,P49722|PSA2_MOUSE,10.24,25,4,4,,1.08E+06,1.99E+06,1.74E+06,1.48E+06,1.69E+06,2.26E+06,2.13E+06,2.00E+06,2.23E+06,1.64E+06,2.00E+06,2.55E+06,1.00:1.84:1.61:1.37:1.56:2.09:1.97:1.85:2.06:1.51:1.85:2.35,1.71E+06,2.09E+06,1.00:1.23,1.22,0.29,25926,Proteasome subunit alpha type-2 OS=Mus musculus GN=Psma2 PE=1 SV=2
1148,2758,P04944|KV6AA_MOUSE,10.22,15,3,3,,5.02E+05,4.09E+05,4.42E+05,3.47E+05,5.03E+05,5.18E+05,3.09E+06,3.01E+06,4.08E+05,9.17E+05,7.72E+06,1.14E+06,1.00:0.82:0.88:0.69:1.00:1.03:6.15:6.00:0.81:1.83:15.38:2.28,4.54E+05,2.72E+06,1.00:5.99,5.99,2.58,11629,Ig kappa chain V-VI region NQ5-78.2.6 OS=Mus musculus PE=4 SV=1
808,730,Q99JI6|RAP1B_MOUSE,10.21,18,4,2,,3.33E+05,4.86E+05,1.79E+05,1.55E+05,2.52E+05,3.01E+05,8.07E+05,6.75E+05,1.19E+06,2.76E+05,1.75E+05,4.82E+05,1.00:1.46:0.54:0.47:0.76:0.91:2.42:2.03:3.57:0.83:0.52:1.45,2.84E+05,6.01E+05,1.00:2.11,2.12,1.08,20825,Ras-related protein Rap-1b OS=Mus musculus GN=Rap1b PE=2 SV=2
184,141,P97443|SMYD1_MOUSE,10.17,38,18,18,N-ethylmaleimide on cysteines,4.25E+06,4.69E+06,3.23E+06,2.41E+06,3.77E+06,4.72E+06,2.57E+06,3.28E+06,1.72E+06,3.01E+06,3.76E+06,3.47E+06,1.00:1.10:0.76:0.57:0.89:1.11:0.60:0.77:0.40:0.71:0.88:0.82,3.85E+06,2.97E+06,1.00:0.77,0.77,-0.37,56006,SET and MYND domain-containing protein 1 OS=Mus musculus GN=Smyd1 PE=1 SV=2
907,759,P01868|IGHG1_MOUSE,10.13,15,3,3,D5 N-ethylmaleimide on cysteines,1.39E+06,9.57E+05,9.66E+05,1.86E+06,1.19E+06,3.00E+05,2.09E+06,3.16E+06,2.61E+06,6.77E+06,1.73E+06,7.62E+05,1.00:0.69:0.70:1.34:0.86:0.22:1.50:2.27:1.88:4.88:1.24:0.55,1.11E+06,2.85E+06,1.00:2.57,2.57,1.36,35705,Ig gamma-1 chain C region secreted form OS=Mus musculus GN=Ighg1 PE=1 SV=1
93,107,Q8BMF4|ODP2_MOUSE,10.11,40,20,20,N-ethylmaleimide on cysteines,4.35E+07,3.62E+07,3.61E+07,2.94E+07,3.43E+07,3.95E+07,2.72E+07,3.24E+07,1.95E+07,3.23E+07,3.88E+07,3.24E+07,1.00:0.83:0.83:0.68:0.79:0.91:0.62:0.75:0.45:0.74:0.89:0.75,3.65E+07,3.04E+07,1.00:0.83,0.83,-0.26,67942,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex  mitochondrial OS=Mus musculus GN=Dlat PE=1 SV=2
998,1085,P10833|RRAS_MOUSE,10.1,12,2,2,,6.65E+05,4.39E+05,6.36E+04,3.25E+04,2.13E+05,1.36E+05,7.08E+05,7.85E+05,1.45E+05,5.69E+05,3.46E+05,5.24E+05,1.00:0.66:0.10:0.05:0.32:0.20:1.06:1.18:0.22:0.86:0.52:0.79,2.58E+05,5.13E+05,1.00:1.99,1.99,0.99,23764,Ras-related protein R-Ras OS=Mus musculus GN=Rras PE=2 SV=1
1019,2144,Q8CHI8|EP400_MOUSE,10.08,0,1,1,,6.66E+05,6.12E+05,7.83E+05,5.09E+05,8.06E+05,6.61E+05,5.82E+05,7.89E+05,7.26E+05,1.03E+06,1.00E+06,8.26E+05,1.00:0.92:1.18:0.76:1.21:0.99:0.87:1.18:1.09:1.55:1.51:1.24,6.73E+05,8.27E+05,1.00:1.23,1.23,0.30,337148,E1A-binding protein p400 OS=Mus musculus GN=Ep400 PE=1 SV=2
65,114,P21107|TPM3_MOUSE,10.06,58,27,7,Oxidation (M),3.04E+06,2.75E+06,3.02E+06,3.82E+06,2.76E+06,1.36E+06,3.26E+06,3.81E+06,3.27E+06,3.73E+06,3.02E+06,3.74E+06,1.00:0.90:0.99:1.25:0.91:0.45:1.07:1.25:1.08:1.23:0.99:1.23,2.78E+06,3.47E+06,1.00:1.25,1.25,0.32,32863,Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=2
1179,2919,Q9WUR2|PECI_MOUSE,10.06,2,1,1,,6.53E+05,7.57E+05,-,3.21E+05,5.01E+05,4.92E+05,7.92E+05,7.83E+05,5.40E+05,6.36E+05,7.62E+05,7.46E+05,1.00:1.16:-:0.49:0.77:0.75:1.21:1.20:0.83:0.97:1.17:1.14,5.45E+05,7.10E+05,1.00:1.30,1.30,0.38,43268,Peroxisomal 3 2-trans-enoyl-CoA isomerase OS=Mus musculus GN=Peci PE=1 SV=2
417,168,Q8VEE1|LMCD1_MOUSE,10.05,43,13,13,N-ethylmaleimide on cysteines,2.75E+06,2.56E+06,1.57E+06,8.63E+05,1.75E+06,2.67E+06,9.49E+05,1.66E+06,8.38E+05,1.57E+06,1.36E+06,1.84E+06,1.00:0.93:0.57:0.31:0.64:0.97:0.34:0.60:0.30:0.57:0.50:0.67,2.03E+06,1.37E+06,1.00:0.68,0.67,-0.57,40996,LIM and cysteine-rich domains protein 1 OS=Mus musculus GN=Lmcd1 PE=1 SV=1
580,449,P26039|TLN1_MOUSE,10.05,2,5,3,,3.72E+04,2.67E+04,0,0,6.93E+04,5.38E+04,1.10E+05,1.10E+05,2.74E+05,2.52E+04,8.75E+04,9.01E+04,1.00:0.72:0:0:1.86:1.45:2.97:2.95:7.36:0.68:2.35:2.42,3.12E+04,1.16E+05,1.00:3.72,3.72,1.89,269831,Talin-1 OS=Mus musculus GN=Tln1 PE=1 SV=1
487,606,P61205|ARF3_MOUSE,9.99,29,4,2,,1.27E+06,8.59E+05,8.72E+05,5.02E+05,7.90E+05,9.84E+05,5.85E+05,1.69E+06,7.60E+05,1.60E+06,1.51E+06,2.14E+06,1.00:0.67:0.68:0.39:0.62:0.77:0.46:1.32:0.60:1.25:1.19:1.68,8.80E+05,1.38E+06,1.00:1.57,1.57,0.65,20601,ADP-ribosylation factor 3 OS=Mus musculus GN=Arf3 PE=2 SV=2
481,437,P54728|RD23B_MOUSE,9.93,15,6,4,,1.77E+06,7.18E+05,5.45E+05,3.83E+05,5.47E+05,6.46E+05,3.08E+06,1.22E+06,1.71E+06,1.64E+06,6.60E+05,8.47E+05,1.00:0.41:0.31:0.22:0.31:0.36:1.74:0.69:0.97:0.92:0.37:0.48,7.69E+05,1.43E+06,1.00:1.87,1.86,0.89,43517,UV excision repair protein RAD23 homolog B OS=Mus musculus GN=Rad23b PE=1 SV=1
547,762,Q9CQX8|RT36_MOUSE,9.92,71,5,5,,3.92E+06,4.73E+06,4.61E+06,3.92E+06,3.48E+06,4.93E+06,4.49E+06,3.51E+06,3.05E+06,3.53E+06,3.98E+06,3.71E+06,1.00:1.21:1.18:1.00:0.89:1.26:1.15:0.90:0.78:0.90:1.02:0.95,4.26E+06,3.71E+06,1.00:0.87,0.87,-0.20,11101,28S ribosomal protein S36  mitochondrial OS=Mus musculus GN=Mrps36 PE=1 SV=1
168,190,P35700|PRDX1_MOUSE,9.91,72,15,13,Oxidation (M); N-ethylmaleimide on cysteines,3.02E+07,2.19E+07,2.13E+07,1.65E+07,1.80E+07,2.33E+07,1.57E+07,1.79E+07,1.32E+07,1.84E+07,2.05E+07,2.03E+07,1.00:0.72:0.70:0.55:0.60:0.77:0.52:0.59:0.44:0.61:0.68:0.67,2.19E+07,1.77E+07,1.00:0.81,0.81,-0.31,22176,Peroxiredoxin-1 OS=Mus musculus GN=Prdx1 PE=1 SV=1
971,695,P47811|MK14_MOUSE,9.9,11,3,3,,2.38E+05,2.17E+05,1.39E+05,1.97E+05,7.52E+04,4.65E+05,6.50E+04,1.43E+05,6.33E+04,1.01E+05,1.35E+05,1.65E+05,1.00:0.91:0.59:0.83:0.32:1.96:0.27:0.60:0.27:0.42:0.57:0.69,2.22E+05,1.15E+05,1.00:0.52,0.52,-0.95,41287,Mitogen-activated protein kinase 14 OS=Mus musculus GN=Mapk14 PE=1 SV=3
1111,4485,Q99MX1|UBP26_MOUSE,9.89,1,1,1,,1.68E+07,1.40E+07,1.81E+07,1.15E+07,2.35E+07,1.58E+07,2.35E+07,2.67E+07,4.36E+07,2.81E+07,2.30E+07,9.45E+06,1.00:0.83:1.08:0.68:1.40:0.94:1.40:1.59:2.60:1.68:1.37:0.56,1.66E+07,2.57E+07,1.00:1.55,1.55,0.63,95486,Ubiquitin carboxyl-terminal hydrolase 26 OS=Mus musculus GN=Usp26 PE=2 SV=1
922,1012,P97384|ANX11_MOUSE,9.88,2,1,1,,1.56E+05,3.08E+05,2.29E+05,0,0,1.28E+05,3.22E+05,3.13E+05,4.10E+05,0,0,2.14E+05,1.00:1.97:1.47:0:0:0.82:2.06:2.01:2.62:0:0:1.37,1.37E+05,2.10E+05,1.00:1.53,1.53,0.62,54111,Annexin A11 OS=Mus musculus GN=Anxa11 PE=1 SV=1
624,550,Q11136|PEPD_MOUSE,9.87,9,5,4,,4.20E+05,3.14E+05,3.74E+05,4.40E+05,4.67E+05,4.00E+05,5.66E+05,4.81E+05,5.50E+05,4.83E+05,2.98E+05,5.51E+05,1.00:0.75:0.89:1.05:1.11:0.95:1.35:1.15:1.31:1.15:0.71:1.31,4.02E+05,4.99E+05,1.00:1.24,1.24,0.31,55029,Xaa-Pro dipeptidase OS=Mus musculus GN=Pepd PE=2 SV=3
619,667,Q66JS6|EIF3J_MOUSE,9.82,14,4,4,,1.40E+06,9.83E+05,8.38E+05,5.79E+05,7.03E+05,1.02E+06,5.54E+05,7.32E+05,5.15E+05,7.30E+05,7.13E+05,8.44E+05,1.00:0.70:0.60:0.41:0.50:0.73:0.40:0.52:0.37:0.52:0.51:0.60,9.21E+05,6.89E+05,1.00:0.75,0.75,-0.42,29486,Eukaryotic translation initiation factor 3 subunit J OS=Mus musculus GN=Eif3j PE=2 SV=1
917,3068,P34884|MIF_MOUSE,9.81,17,3,3,N-ethylmaleimide on cysteines,2.10E+06,9.29E+05,6.45E+05,1.45E+06,1.36E+06,3.50E+06,7.40E+05,5.64E+05,6.17E+05,1.52E+06,0,6.01E+05,1.00:0.44:0.31:0.69:0.65:1.66:0.35:0.27:0.29:0.72:0:0.29,1.66E+06,7.13E+05,1.00:0.43,0.43,-1.22,12504,Macrophage migration inhibitory factor OS=Mus musculus GN=Mif PE=1 SV=2
233,374,P62962|PROF1_MOUSE,9.78,76,11,10,N-ethylmaleimide on cysteines,1.12E+07,1.46E+07,8.09E+06,1.28E+07,1.20E+07,1.59E+07,8.04E+06,1.03E+07,6.73E+06,7.48E+06,8.02E+06,1.55E+07,1.00:1.31:0.72:1.15:1.07:1.43:0.72:0.92:0.60:0.67:0.72:1.39,1.27E+07,9.41E+06,1.00:0.74,0.74,-0.43,14957,Profilin-1 OS=Mus musculus GN=Pfn1 PE=1 SV=2
206,72,Q11011|PSA_MOUSE,9.78,35,22,22,N-ethylmaleimide on cysteines,3.02E+06,2.76E+06,2.71E+06,2.28E+06,2.78E+06,3.22E+06,1.99E+06,2.34E+06,1.12E+06,1.93E+06,3.22E+06,2.62E+06,1.00:0.91:0.90:0.75:0.92:1.06:0.66:0.77:0.37:0.64:1.06:0.87,2.79E+06,2.20E+06,1.00:0.79,0.79,-0.34,103325,Puromycin-sensitive aminopeptidase OS=Mus musculus GN=Npepps PE=1 SV=2
400,407,Q99LM3|SMTL1_MOUSE,9.77,21,6,6,N-ethylmaleimide on cysteines,1.06E+06,7.42E+05,7.15E+05,6.45E+05,6.33E+05,9.18E+05,7.06E+05,7.17E+05,4.78E+05,6.41E+05,7.36E+05,5.55E+05,1.00:0.70:0.68:0.61:0.60:0.87:0.67:0.68:0.45:0.61:0.70:0.52,7.85E+05,6.35E+05,1.00:0.81,0.81,-0.31,49525,Smoothelin-like protein 1 OS=Mus musculus GN=Smtnl1 PE=1 SV=1
491,580,P49817|CAV1_MOUSE,9.7,37,5,5,,1.63E+06,4.41E+06,2.02E+06,1.86E+06,2.76E+06,3.22E+06,4.28E+06,3.84E+06,5.66E+06,2.96E+06,2.85E+06,2.91E+06,1.00:2.70:1.23:1.14:1.69:1.97:2.62:2.35:3.47:1.81:1.74:1.78,2.65E+06,3.75E+06,1.00:1.42,1.42,0.50,20539,Caveolin-1 OS=Mus musculus GN=Cav1 PE=1 SV=1
974,501,P10107|ANXA1_MOUSE,9.65,20,5,5,,6.44E+04,0,0,2.06E+04,6.53E+04,0,3.54E+05,3.21E+05,9.15E+05,1.20E+05,7.44E+04,6.19E+04,1.00:0:0:0.32:1.01:0:5.49:4.99:14.21:1.87:1.16:0.96,2.50E+04,3.08E+05,1.00:12.29,12.32,3.62,38734,Annexin A1 OS=Mus musculus GN=Anxa1 PE=1 SV=2
90,132,P62259|1433E_MOUSE,9.64,74,23,21,Oxidation (M); N-ethylmaleimide on cysteines,8.21E+06,1.78E+07,2.09E+07,2.15E+07,2.04E+07,1.86E+07,2.35E+07,2.18E+07,2.16E+07,2.28E+07,1.79E+07,2.42E+07,1.00:2.17:2.54:2.62:2.49:2.26:2.86:2.66:2.63:2.78:2.18:2.95,1.79E+07,2.20E+07,1.00:1.23,1.23,0.30,29174,14-3-3 protein epsilon OS=Mus musculus GN=Ywhae PE=1 SV=1
