Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
P45376|ALDR_MOUSE,0.72,226.86,618.283,626.997,1,1.01,51,17,15,Carbamidomethylation; TMT6plex,35732,Aldose reductase OS=Mus musculus GN=Akr1b1 PE=1 SV=3
P15532|NDKA_MOUSE,3.26,226.63,62.482,52.747,1,0.84,16,15,2,TMT6plex,17208,Nucleoside diphosphate kinase A OS=Mus musculus GN=Nme1 PE=1 SV=1
O08917|FLOT1_MOUSE,1.59,226.59,325.699,347.469,1,1.07,36,14,14,Carbamidomethylation; TMT6plex; Deamidation (NQ),47513,Flotillin-1 OS=Mus musculus GN=Flot1 PE=1 SV=1
Q9CPY7|AMPL_MOUSE,1.97,226.58,309.971,311.938,1,1.01,42,17,15,Carbamidomethylation; TMT6plex,56141,Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3
P35564|CALX_MOUSE,3.53,226.54,808.888,720.403,1,0.89,23,16,16,TMT6plex,67278,Calnexin OS=Mus musculus GN=Canx PE=1 SV=1
Q9Z2U0|PSA7_MOUSE,0.8,226.51,275.548,284.363,1,1.03,22,11,6,TMT6plex,27855,Proteasome subunit alpha type-7 OS=Mus musculus GN=Psma7 PE=1 SV=1
P14211|CALR_MOUSE,2.5,226.14,2.67E+03,2.39E+03,1,0.90,44,20,19,Carbamidomethylation; TMT6plex,47995,Calreticulin OS=Mus musculus GN=Calr PE=1 SV=1
Q9D6J6|NDUV2_MOUSE,0.85,226.1,653.472,636.433,1,0.97,62,13,12,Carbamidomethylation; TMT6plex,27285,NADH dehydrogenase [ubiquinone] flavoprotein 2  mitochondrial OS=Mus musculus GN=Ndufv2 PE=1 SV=2
P62823|RAB3C_MOUSE,2.05,225.49,272.708,246.444,1,0.90,31,12,5,TMT6plex; Oxidation (M),25872,Ras-related protein Rab-3C OS=Mus musculus GN=Rab3c PE=1 SV=1
Q501J6|DDX17_MOUSE,1.33,225.35,35.732,33.758,1,0.94,5,11,3,TMT6plex,72400,Probable ATP-dependent RNA helicase DDX17 OS=Mus musculus GN=Ddx17 PE=1 SV=1
tr|Q3U741|Q3U741_MOUSE,1.33,225.35,35.732,33.758,1,0.94,5,11,3,TMT6plex,72585,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17  isoform CRA_a OS=Mus musculus GN=Ddx17 PE=1 SV=1
tr|A2AMW0|A2AMW0_MOUSE,2.39,225.18,1.07E+03,958.54,1,0.90,53,16,15,Carbamidomethylation; TMT6plex; Deamidation (NQ),29295,Capping protein (Actin filament) muscle Z-line  beta  isoform CRA_a OS=Mus musculus GN=Capzb PE=1 SV=1
tr|F7D432|F7D432_MOUSE,1.16,224.75,564.255,558.383,1,0.99,55,14,13,Carbamidomethylation; TMT6plex; Oxidation (M),29168,Protein-L-isoaspartate O-methyltransferase (Fragment) OS=Mus musculus GN=Pcmt1 PE=1 SV=1
tr|E9PWE0|E9PWE0_MOUSE,1.16,224.75,564.255,558.383,1,0.99,52,14,13,Carbamidomethylation; TMT6plex; Oxidation (M),30398,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus GN=Pcmt1 PE=1 SV=1
tr|E0CYV0|E0CYV0_MOUSE,1.16,224.75,564.255,558.383,1,0.99,52,14,13,Carbamidomethylation; TMT6plex; Oxidation (M),30441,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus GN=Pcmt1 PE=1 SV=1
Q6ZPE2|MTMR5_MOUSE,1.51,224.74,125.284,131.471,1,1.05,6,11,9,TMT6plex,208691,Myotubularin-related protein 5 OS=Mus musculus GN=Sbf1 PE=1 SV=2
P60202|MYPR_MOUSE,10.76,224.42,1.69E+04,2.22E+04,1,1.31,23,12,11,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),30077,Myelin proteolipid protein OS=Mus musculus GN=Plp1 PE=1 SV=2
P63085|MK01_MOUSE,1.37,224.29,1.33E+03,1.27E+03,1,0.95,37,18,12,Carbamidomethylation; TMT6plex,41276,Mitogen-activated protein kinase 1 OS=Mus musculus GN=Mapk1 PE=1 SV=3
tr|E9PV14|E9PV14_MOUSE,2.08,224.26,7.912,9.406,1,1.19,2,20,1,TMT6plex,117172,Band 4.1-like protein 1 (Fragment) OS=Mus musculus GN=Epb41l1 PE=1 SV=1
P68181|KAPCB_MOUSE,13.46,224.18,114.883,126.446,1,1.10,15,21,5,Carbamidomethylation; TMT6plex,40708,cAMP-dependent protein kinase catalytic subunit beta OS=Mus musculus GN=Prkacb PE=1 SV=2
P62334|PRS10_MOUSE,1.29,223.95,284.927,274.517,1,0.96,41,17,14,Carbamidomethylation; TMT6plex,44173,26S proteasome regulatory subunit 10B OS=Mus musculus GN=Psmc6 PE=1 SV=1
Q9DCT2|NDUS3_MOUSE,1.24,223.93,502.842,527.819,1,1.05,35,9,9,TMT6plex,30149,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3  mitochondrial OS=Mus musculus GN=Ndufs3 PE=1 SV=2
tr|A2AFG8|A2AFG8_MOUSE,7.13,223.76,35.413,28.351,1,0.80,6,19,3,Carbamidomethylation; TMT6plex,140431,Neural cell adhesion molecule L1 OS=Mus musculus GN=L1cam PE=1 SV=1
tr|Q6PGJ3|Q6PGJ3_MOUSE,7.13,223.76,35.413,28.351,1,0.80,6,19,3,Carbamidomethylation; TMT6plex,140916,L1 cell adhesion molecule OS=Mus musculus GN=L1cam PE=1 SV=1
Q3UNH4|GRIN1_MOUSE,1.42,223.58,608.744,563.467,1,0.93,19,17,17,Carbamidomethylation; TMT6plex,95496,G protein-regulated inducer of neurite outgrowth 1 OS=Mus musculus GN=Gprin1 PE=1 SV=2
tr|B0QZW1|B0QZW1_MOUSE,4.26,223.57,137.455,133.874,1,0.97,9,16,8,TMT6plex,100456,Glutamate receptor 3 OS=Mus musculus GN=Gria3 PE=1 SV=1
P50518|VATE1_MOUSE,1.05,223.04,1.68E+03,1.69E+03,1,1.01,34,16,10,TMT6plex; Oxidation (M); Deamidation (NQ),26157,V-type proton ATPase subunit E 1 OS=Mus musculus GN=Atp6v1e1 PE=1 SV=2
Q99N28|CADM3_MOUSE,1.72,222.91,746.39,687.158,1,0.92,36,11,11,Carbamidomethylation; TMT6plex,42964,Cell adhesion molecule 3 OS=Mus musculus GN=Cadm3 PE=1 SV=1
O35136|NCAM2_MOUSE,1.88,222.89,499.97,467.937,1,0.94,27,22,20,Carbamidomethylation; TMT6plex; Deamidation (NQ),93204,Neural cell adhesion molecule 2 OS=Mus musculus GN=Ncam2 PE=1 SV=1
Q14BI2|GRM2_MOUSE,1.6,222.59,188.181,184.877,1,0.98,14,17,11,Carbamidomethylation; TMT6plex; Deamidation (NQ),95887,Metabotropic glutamate receptor 2 OS=Mus musculus GN=Grm2 PE=1 SV=2
P62962|PROF1_MOUSE,2.65,222.59,481.259,457.167,1,0.95,33,9,4,TMT6plex; Oxidation (M),14957,Profilin-1 OS=Mus musculus GN=Pfn1 PE=1 SV=2
Q99PT1|GDIR1_MOUSE,4.9,222.55,997.708,1.12E+03,1,1.12,50,10,9,Carbamidomethylation; TMT6plex; Oxidation (M),23407,Rho GDP-dissociation inhibitor 1 OS=Mus musculus GN=Arhgdia PE=1 SV=3
tr|E9QM38|E9QM38_MOUSE,0.54,222.42,119.844,116.731,1,0.97,9,11,9,TMT6plex,130668,Solute carrier family 12 member 2 OS=Mus musculus GN=Slc12a2 PE=1 SV=1
Q6PH08|ERC2_MOUSE,3.25,222.42,242.751,212.54,1,0.88,13,29,14,TMT6plex; Oxidation (M); Deamidation (NQ),110639,ERC protein 2 OS=Mus musculus GN=Erc2 PE=1 SV=2
tr|H3BKQ7|H3BKQ7_MOUSE,0.34,222.4,191.212,187.573,1,0.98,15,17,11,Carbamidomethylation; TMT6plex,107170,Protein phosphatase 1  regulatory (inhibitor) subunit 9A OS=Mus musculus GN=Ppp1r9a PE=1 SV=1
tr|H3BJD0|H3BJD0_MOUSE,0.34,222.4,191.212,187.573,1,0.98,14,17,11,Carbamidomethylation; TMT6plex,109559,Protein phosphatase 1  regulatory (inhibitor) subunit 9A OS=Mus musculus GN=Ppp1r9a PE=1 SV=1
tr|H3BL28|H3BL28_MOUSE,0.34,222.4,191.212,187.573,1,0.98,13,17,11,Carbamidomethylation; TMT6plex,116478,Protein phosphatase 1  regulatory (inhibitor) subunit 9A (Fragment) OS=Mus musculus GN=Ppp1r9a PE=1 SV=1
tr|Q7TN74|Q7TN74_MOUSE,0.34,222.4,191.212,187.573,1,0.98,13,17,11,Carbamidomethylation; TMT6plex,122954,Neurabin I OS=Mus musculus GN=Ppp1r9a PE=1 SV=1
tr|H3BJD6|H3BJD6_MOUSE,0.34,222.4,191.212,187.573,1,0.98,11,17,11,Carbamidomethylation; TMT6plex,144401,Protein phosphatase 1  regulatory (inhibitor) subunit 9A OS=Mus musculus GN=Ppp1r9a PE=1 SV=1
Q9WV60|GSK3B_MOUSE,1.34,222.31,131.68,129.156,1,0.98,25,12,6,Carbamidomethylation; TMT6plex,46710,Glycogen synthase kinase-3 beta OS=Mus musculus GN=Gsk3b PE=1 SV=2
tr|E9QAQ5|E9QAQ5_MOUSE,1.34,222.31,131.68,129.156,1,0.98,24,12,6,Carbamidomethylation; TMT6plex,47990,Glycogen synthase kinase-3 beta OS=Mus musculus GN=Gsk3b PE=1 SV=1
Q91VR5|DDX1_MOUSE,2.05,222.23,231.681,225.375,1,0.97,23,15,15,Carbamidomethylation; TMT6plex,82500,ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1
P28740|KIF2A_MOUSE,1.83,222.15,230.405,210.708,1,0.91,20,17,14,Carbamidomethylation; TMT6plex,79756,Kinesin-like protein KIF2A OS=Mus musculus GN=Kif2a PE=1 SV=2
tr|E0CZ72|E0CZ72_MOUSE,1.83,222.15,230.405,210.708,1,0.91,19,17,14,Carbamidomethylation; TMT6plex,83861,Kinesin-like protein OS=Mus musculus GN=Kif2a PE=1 SV=1
Q9CZ44|NSF1C_MOUSE,1.33,222.08,147.121,137.684,1,0.94,32,8,8,TMT6plex,40710,NSFL1 cofactor p47 OS=Mus musculus GN=Nsfl1c PE=1 SV=1
Q9DCW4|ETFB_MOUSE,1.3,221.85,371.704,395.366,1,1.06,47,14,13,Carbamidomethylation; TMT6plex,27623,Electron transfer flavoprotein subunit beta OS=Mus musculus GN=Etfb PE=1 SV=3
P62137|PP1A_MOUSE,4.32,221.83,103.861,90.944,1,0.88,11,15,4,TMT6plex,37540,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus GN=Ppp1ca PE=1 SV=1
tr|Q8C483|Q8C483_MOUSE,3.27,221.59,356.614,375.82,1,1.05,30,20,18,Carbamidomethylation; TMT6plex,61167,Putative uncharacterized protein OS=Mus musculus GN=Sars PE=1 SV=1
P26638|SYSC_MOUSE,3.27,221.59,356.614,375.82,1,1.05,31,20,18,Carbamidomethylation; TMT6plex,58389,Serine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Sars PE=1 SV=3
tr|F8WGT1|F8WGT1_MOUSE,3.4,221.57,39.368,39.882,1,1.01,5,18,3,TMT6plex,66771,Adenosylhomocysteinase OS=Mus musculus GN=Ahcyl2 PE=1 SV=1
Q68FL4|SAHH3_MOUSE,3.4,221.57,39.368,39.882,1,1.01,5,18,3,TMT6plex,66899,Putative adenosylhomocysteinase 3 OS=Mus musculus GN=Ahcyl2 PE=1 SV=1
tr|G5E8R0|G5E8R0_MOUSE,1.37,221.53,47.121,49.655,1,1.05,10,19,2,TMT6plex,28343,Tropomyosin 1  alpha  isoform CRA_i OS=Mus musculus GN=Tpm1 PE=1 SV=1
Q8K183|PDXK_MOUSE,2.93,221.48,375.532,426.487,1,1.14,25,6,6,TMT6plex,35015,Pyridoxal kinase OS=Mus musculus GN=Pdxk PE=1 SV=1
Q9WUM5|SUCA_MOUSE,0.86,221.42,690.688,702.733,1,1.02,34,10,10,Carbamidomethylation; TMT6plex,36155,Succinate--CoA ligase [ADP/GDP-forming] subunit alpha  mitochondrial OS=Mus musculus GN=Suclg1 PE=1 SV=4
Q9D0E1|HNRPM_MOUSE,0.64,221.39,344.761,332.334,1,0.96,22,14,13,Carbamidomethylation; TMT6plex,77649,Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm PE=1 SV=3
tr|Q5SW88|Q5SW88_MOUSE,1.72,221.24,367.03,342.443,1,0.93,41,16,7,TMT6plex,22372,RAB1A  member RAS oncogene family OS=Mus musculus GN=Rab1a PE=1 SV=1
P62821|RAB1A_MOUSE,1.72,221.24,367.03,342.443,1,0.93,40,16,7,TMT6plex,22678,Ras-related protein Rab-1A OS=Mus musculus GN=Rab1A PE=1 SV=3
Q3U1J4|DDB1_MOUSE,1.65,221.02,279.408,278.825,1,1.00,16,24,17,TMT6plex,126853,DNA damage-binding protein 1 OS=Mus musculus GN=Ddb1 PE=1 SV=2
P62192|PRS4_MOUSE,1.69,220.95,131.281,128.892,1,0.98,27,15,10,Carbamidomethylation; TMT6plex,49185,26S proteasome regulatory subunit 4 OS=Mus musculus GN=Psmc1 PE=1 SV=1
Q99K85|SERC_MOUSE,1.34,220.92,469.838,477.9,1,1.02,32,12,11,Carbamidomethylation; TMT6plex,40473,Phosphoserine aminotransferase OS=Mus musculus GN=Psat1 PE=1 SV=1
P23116|EIF3A_MOUSE,1.03,220.6,162.116,158.108,1,0.98,12,18,16,Carbamidomethylation; TMT6plex; Deamidation (NQ),161936,Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus GN=Eif3a PE=1 SV=5
Q9Z0H8|CLIP2_MOUSE,1.71,220.46,195.104,181.112,1,0.93,11,18,11,Carbamidomethylation; TMT6plex; Deamidation (NQ),115910,CAP-Gly domain-containing linker protein 2 OS=Mus musculus GN=Clip2 PE=1 SV=2
P48774|GSTM5_MOUSE,2.05,220.43,241.794,270.034,1,1.12,38,13,10,Carbamidomethylation; TMT6plex; Oxidation (M),26635,Glutathione S-transferase Mu 5 OS=Mus musculus GN=Gstm5 PE=1 SV=1
Q99LX0|PARK7_MOUSE,0.91,220.42,1.27E+03,1.33E+03,1,1.05,74,12,12,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),20021,Protein DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1
P29387|GBB4_MOUSE,3.03,220.4,73.537,73.64,1,1.00,14,12,3,Carbamidomethylation; TMT6plex,37379,Guanine nucleotide-binding protein subunit beta-4 OS=Mus musculus GN=Gnb4 PE=1 SV=4
Q9QUP5|HPLN1_MOUSE,9.64,220.3,345.623,504.728,1,1.46,38,14,13,Carbamidomethylation; TMT6plex; Deamidation (NQ),40478,Hyaluronan and proteoglycan link protein 1 OS=Mus musculus GN=Hapln1 PE=1 SV=1
P26041|MOES_MOUSE,1.67,220.09,49.785,55.091,1,1.11,9,16,5,TMT6plex,67767,Moesin OS=Mus musculus GN=Msn PE=1 SV=3
Q4ACU6|SHAN3_MOUSE,2.62,220.09,155.097,152.101,1,0.98,8,14,11,TMT6plex,185396,SH3 and multiple ankyrin repeat domains protein 3 OS=Mus musculus GN=Shank3 PE=1 SV=3
tr|A0A0A0MQD5|A0A0A0MQD5_MOUSE,2.62,220.09,155.097,152.101,1,0.98,8,14,11,TMT6plex,192216,SH3 and multiple ankyrin repeat domains protein 3 OS=Mus musculus GN=Shank3 PE=1 SV=1
tr|G3UZI2|G3UZI2_MOUSE,1.89,220.08,99.267,89.01,1,0.90,17,13,7,TMT6plex,58752,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=1
tr|A0A0R4J259|A0A0R4J259_MOUSE,1.89,220.08,99.267,89.01,1,0.90,16,13,7,TMT6plex,62544,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=1
P63087|PP1G_MOUSE,1.04,220.02,35.508,32.586,1,0.92,3,13,1,TMT6plex,36984,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Mus musculus GN=Ppp1cc PE=1 SV=1
Q9QYB5|ADDG_MOUSE,1.56,219.96,245.032,258.532,1,1.06,26,18,15,Carbamidomethylation; TMT6plex; Deamidation (NQ),78777,Gamma-adducin OS=Mus musculus GN=Add3 PE=1 SV=2
P53994|RAB2A_MOUSE,1.45,219.89,236.53,244.584,1,1.03,21,13,3,TMT6plex; Deamidation (NQ),23548,Ras-related protein Rab-2A OS=Mus musculus GN=Rab2a PE=1 SV=1
tr|Q3T9A3|Q3T9A3_MOUSE,1.49,219.77,20.609,25.494,1,1.24,1,8,1,TMT6plex,82778,Non-specific serine/threonine protein kinase OS=Mus musculus GN=Mark2 PE=1 SV=1
Q05512|MARK2_MOUSE,1.49,219.77,20.609,25.494,1,1.24,1,8,1,TMT6plex,86306,Serine/threonine-protein kinase MARK2 OS=Mus musculus GN=Mark2 PE=1 SV=3
tr|F6ZS70|F6ZS70_MOUSE,1.49,219.77,20.609,25.494,1,1.24,1,8,1,TMT6plex,86581,Non-specific serine/threonine protein kinase (Fragment) OS=Mus musculus GN=Mark2 PE=1 SV=1
tr|E9QMP6|E9QMP6_MOUSE,1.49,219.77,20.609,25.494,1,1.24,1,8,1,TMT6plex,86356,Non-specific serine/threonine protein kinase OS=Mus musculus GN=Mark2 PE=1 SV=2
Q91VI7|RINI_MOUSE,1.51,219.74,158.989,157.727,1,0.99,34,11,11,Carbamidomethylation; TMT6plex,49817,Ribonuclease inhibitor OS=Mus musculus GN=Rnh1 PE=1 SV=1
tr|A0A1B0GSG5|A0A1B0GSG5_MOUSE,1.51,219.74,158.989,157.727,1,0.99,31,11,11,Carbamidomethylation; TMT6plex,53926,Ribonuclease inhibitor OS=Mus musculus GN=Rnh1 PE=1 SV=1
Q9WU78|PDC6I_MOUSE,1.45,219.68,267.125,253.741,1,0.95,14,12,12,TMT6plex,96024,Programmed cell death 6-interacting protein OS=Mus musculus GN=Pdcd6ip PE=1 SV=3
O70443|GNAZ_MOUSE,3.4,219.34,301.868,296.818,1,0.98,45,16,13,Carbamidomethylation; TMT6plex; Oxidation (M),40850,Guanine nucleotide-binding protein G(z) subunit alpha OS=Mus musculus GN=Gnaz PE=1 SV=4
P61161|ARP2_MOUSE,1.32,219.31,701.136,680.931,1,0.97,34,13,11,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),44761,Actin-related protein 2 OS=Mus musculus GN=Actr2 PE=1 SV=1
tr|D3Z5I6|D3Z5I6_MOUSE,2.75,219.2,110.64,96.556,1,0.87,7,11,7,TMT6plex,128023,IQ motif and SEC7 domain-containing protein 2 OS=Mus musculus GN=Iqsec2 PE=1 SV=1
Q5DU25|IQEC2_MOUSE,2.75,219.2,110.64,96.556,1,0.87,5,11,7,TMT6plex,161786,IQ motif and SEC7 domain-containing protein 2 OS=Mus musculus GN=Iqsec2 PE=1 SV=3
tr|A4GZ26|A4GZ26_MOUSE,2.75,219.2,110.64,96.556,1,0.87,5,11,7,TMT6plex,161771,ARF6 guanine nucleotide exchange factor IQArfGEF OS=Mus musculus GN=Iqsec2 PE=1 SV=1
tr|E9QAD8|E9QAD8_MOUSE,2.75,219.2,110.64,96.556,1,0.87,5,11,7,TMT6plex,162833,IQ motif and SEC7 domain-containing protein 2 OS=Mus musculus GN=Iqsec2 PE=1 SV=1
tr|Z4YL78|Z4YL78_MOUSE,2.05,218.7,164.014,152.702,1,0.93,9,21,13,TMT6plex,218706,Cytoskeleton-associated protein 5 OS=Mus musculus GN=Ckap5 PE=1 SV=1
tr|A0A0R4J0K2|A0A0R4J0K2_MOUSE,2.05,218.7,164.014,152.702,1,0.93,8,21,13,TMT6plex,223517,Cytoskeleton-associated protein 5 OS=Mus musculus GN=Ckap5 PE=1 SV=1
A2AGT5|CKAP5_MOUSE,2.05,218.7,164.014,152.702,1,0.93,8,21,13,TMT6plex,225633,Cytoskeleton-associated protein 5 OS=Mus musculus GN=Ckap5 PE=1 SV=1
tr|K3W4R5|K3W4R5_MOUSE,2.05,218.7,164.014,152.702,1,0.93,8,21,13,TMT6plex,225634,Cytoskeleton-associated protein 5 OS=Mus musculus GN=Ckap5 PE=1 SV=1
Q9Z268|RASL1_MOUSE,1.46,218.53,135.046,127.501,1,0.94,10,12,7,Carbamidomethylation; TMT6plex,89395,RasGAP-activating-like protein 1 OS=Mus musculus GN=Rasal1 PE=1 SV=2
Q8C419|GP158_MOUSE,0.71,218.4,255.544,249.697,1,0.98,12,15,14,Carbamidomethylation; TMT6plex; Deamidation (NQ),134426,Probable G-protein coupled receptor 158 OS=Mus musculus GN=Gpr158 PE=1 SV=2
Q8BIJ6|SYIM_MOUSE,1.98,218.36,178.961,188.657,1,1.05,16,13,12,TMT6plex,112804,Isoleucine--tRNA ligase  mitochondrial OS=Mus musculus GN=Iars2 PE=1 SV=1
Q61171|PRDX2_MOUSE,1.58,218.3,1.75E+03,1.63E+03,1,0.93,49,10,8,Carbamidomethylation; TMT6plex,21779,Peroxiredoxin-2 OS=Mus musculus GN=Prdx2 PE=1 SV=3
tr|A0JNY3|A0JNY3_MOUSE,0.66,218.27,231.489,233.053,1,1.01,16,11,9,Carbamidomethylation; TMT6plex,83666,Gephyrin OS=Mus musculus GN=Gphn PE=1 SV=1
Q8VDM4|PSMD2_MOUSE,1.46,218.25,331.266,305.99,1,0.92,20,15,15,TMT6plex,100203,26S proteasome non-ATPase regulatory subunit 2 OS=Mus musculus GN=Psmd2 PE=1 SV=1
P26039|TLN1_MOUSE,0.99,218.16,110.002,105.01,1,0.95,6,17,10,Carbamidomethylation; TMT6plex; Deamidation (NQ),269819,Talin-1 OS=Mus musculus GN=Tln1 PE=1 SV=2
P51150|RAB7A_MOUSE,0.91,218.15,1.11E+03,1.07E+03,1,0.96,76,15,14,Carbamidomethylation; TMT6plex; Oxidation (M); Deamidation (NQ),23490,Ras-related protein Rab-7a OS=Mus musculus GN=Rab7a PE=1 SV=2
tr|A0A087WPL5|A0A087WPL5_MOUSE,0.61,218.03,282.742,283.074,1,1.00,7,9,9,Carbamidomethylation; TMT6plex,149618,ATP-dependent RNA helicase A OS=Mus musculus GN=Dhx9 PE=1 SV=1
tr|E9QNN1|E9QNN1_MOUSE,0.61,218.03,282.742,283.074,1,1.00,7,9,9,Carbamidomethylation; TMT6plex,149689,ATP-dependent RNA helicase A OS=Mus musculus GN=Dhx9 PE=1 SV=1
Q8C0T5|SI1L1_MOUSE,1.45,217.99,92.758,84.102,1,0.91,4,13,8,TMT6plex,197030,Signal-induced proliferation-associated 1-like protein 1 OS=Mus musculus GN=Sipa1l1 PE=1 SV=2
Q80XN0|BDH_MOUSE,3.17,217.84,295.423,253.316,1,0.86,19,11,5,TMT6plex; Oxidation (M),38299,D-beta-hydroxybutyrate dehydrogenase  mitochondrial OS=Mus musculus GN=Bdh1 PE=1 SV=2
Q3U0V1|FUBP2_MOUSE,2.83,217.82,367.126,372.201,1,1.01,19,12,12,TMT6plex,76776,Far upstream element-binding protein 2 OS=Mus musculus GN=Khsrp PE=1 SV=2
tr|Q8VHM5|Q8VHM5_MOUSE,0.95,217.82,156.246,147.764,1,0.95,16,13,8,Carbamidomethylation; TMT6plex,70888,Heterogeneous nuclear ribonucleoprotein R OS=Mus musculus GN=Hnrnpr PE=1 SV=1
Q61490|CD166_MOUSE,1.21,217.73,594.914,561.797,1,0.94,28,17,17,Carbamidomethylation; TMT6plex; Deamidation (NQ),65092,CD166 antigen OS=Mus musculus GN=Alcam PE=1 SV=3
tr|E9Q3Q6|E9Q3Q6_MOUSE,1.21,217.73,594.914,561.797,1,0.94,29,17,17,Carbamidomethylation; TMT6plex; Deamidation (NQ),63669,CD166 antigen OS=Mus musculus GN=Alcam PE=1 SV=1
tr|E9Q7Q3|E9Q7Q3_MOUSE,4.11,217.53,143.66,124.131,1,0.86,5,18,2,TMT6plex,28734,Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=1
Q9JLB0|MPP6_MOUSE,1.16,217.53,213.145,209.536,1,0.98,24,15,12,TMT6plex; Deamidation (NQ),62631,MAGUK p55 subfamily member 6 OS=Mus musculus GN=Mpp6 PE=1 SV=1
P09103|PDIA1_MOUSE,0.55,217.32,488.693,472.552,1,0.97,37,22,17,TMT6plex; Deamidation (NQ),57059,Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=1 SV=2
Q6R0H7|GNAS1_MOUSE,1.8,217.24,203.734,226.869,1,1.11,9,16,10,Carbamidomethylation; TMT6plex,121505,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus GN=Gnas PE=1 SV=1
P62897|CYC_MOUSE,4.22,217.21,3.11E+03,2.73E+03,1,0.88,52,14,8,TMT6plex; Oxidation (M),11605,Cytochrome c  somatic OS=Mus musculus GN=Cycs PE=1 SV=2
Q60902|EP15R_MOUSE,1.89,217.19,192.472,172.526,1,0.90,17,15,10,Carbamidomethylation; TMT6plex; Deamidation (NQ),99309,Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1 PE=1 SV=3
tr|Q3UYN2|Q3UYN2_MOUSE,1.11,216.81,372.039,388.699,1,1.04,22,13,11,Carbamidomethylation; TMT6plex,61653,Copine-6 OS=Mus musculus GN=Cpne6 PE=1 SV=1
Q9Z140|CPNE6_MOUSE,1.11,216.81,372.039,388.699,1,1.04,22,13,11,Carbamidomethylation; TMT6plex,61781,Copine-6 OS=Mus musculus GN=Cpne6 PE=1 SV=1
Q9JIA1|LGI1_MOUSE,0.85,216.67,515.747,518.017,1,1.00,32,18,17,Carbamidomethylation; TMT6plex; Deamidation (NQ),63644,Leucine-rich glioma-inactivated protein 1 OS=Mus musculus GN=Lgi1 PE=1 SV=1
Q91V41|RAB14_MOUSE,2.25,216.55,908.602,901.588,1,0.99,68,15,12,Carbamidomethylation; TMT6plex; Oxidation (M),23897,Ras-related protein Rab-14 OS=Mus musculus GN=Rab14 PE=1 SV=3
Q9JKK7|TMOD2_MOUSE,1,216.28,462.596,448.743,1,0.97,37,14,12,TMT6plex; Oxidation (M); Deamidation (NQ),39511,Tropomodulin-2 OS=Mus musculus GN=Tmod2 PE=1 SV=2
Q61990|PCBP2_MOUSE,1.33,216.18,164.732,172.35,1,1.05,23,11,5,Carbamidomethylation; TMT6plex,38222,Poly(rC)-binding protein 2 OS=Mus musculus GN=Pcbp2 PE=1 SV=1
Q922D8|C1TC_MOUSE,1.05,216.14,182.981,171.778,1,0.94,10,12,9,TMT6plex,101200,C-1-tetrahydrofolate synthase  cytoplasmic OS=Mus musculus GN=Mthfd1 PE=1 SV=4
Q99JR1|SFXN1_MOUSE,1.73,216.03,209.684,191.427,1,0.91,23,10,6,TMT6plex; Deamidation (NQ),35649,Sideroflexin-1 OS=Mus musculus GN=Sfxn1 PE=1 SV=3
O55125|NIPS1_MOUSE,0.37,215.82,527.886,535.496,1,1.01,41,16,13,Carbamidomethylation; TMT6plex,33363,Protein NipSnap homolog 1 OS=Mus musculus GN=Nipsnap1 PE=1 SV=1
Q91ZA3|PCCA_MOUSE,1.76,215.78,312.077,329.799,1,1.06,25,20,17,Carbamidomethylation; TMT6plex,79922,Propionyl-CoA carboxylase alpha chain  mitochondrial OS=Mus musculus GN=Pcca PE=1 SV=2
Q9QXY6|EHD3_MOUSE,0.68,215.7,188.34,183.91,1,0.98,16,15,7,TMT6plex,60821,EH domain-containing protein 3 OS=Mus musculus GN=Ehd3 PE=1 SV=2
tr|H7BWY4|H7BWY4_MOUSE,2.03,215.5,5.264,6.769,1,1.29,1,16,1,TMT6plex,96892,Disks large homolog 1 OS=Mus musculus GN=Dlg1 PE=1 SV=1
