Accession,Significance (-10lgP),Coverage (%),#Peptides,#Unique,PTM,Adult_1 Area,Adult_2 Area,Adult_3 Area,Adult_4 Area,Old_1 Area,Old_2 Area,Old_3 Area,Old_4 Area,Sample Profile (Ratio),Adult Area,Old Area,Group Profile (Ratio),Avg. Mass,Description
Q9DBB9|CPN2_MOUSE,8.3,3,2,2,,0,0,1.61E+04,0,4.43E+04,0,3.32E+05,0,0:0:1.00:0:2.75:0:20.62:0,4.03E+03,9.41E+04,1.00:23.37,60479,Carboxypeptidase N subunit 2 OS=Mus musculus GN=Cpn2 PE=1 SV=2
P14094|AT1B1_MOUSE,8.23,5,1,1,,5.04E+05,5.48E+05,5.59E+05,4.91E+05,3.16E+05,3.17E+05,2.84E+05,4.25E+05,1.03:1.12:1.14:1.00:0.64:0.65:0.58:0.87,5.26E+05,3.35E+05,1.00:0.64,35195,Sodium/potassium-transporting ATPase subunit beta-1 OS=Mus musculus GN=Atp1b1 PE=1 SV=1
P01680|KV4A1_MOUSE,8.23,9,1,1,,0,0,0,0,0,0,2.31E+05,2.04E+05,0:0:0:0:0:0:1.00:0.88,0,1.09E+05,00:01.0,13841,Ig kappa chain V-IV region S107B OS=Mus musculus PE=4 SV=1
P68510|1433F_MOUSE,8.21,51,15,6,Oxidation (M); NEM_LysineArginine,7.31E+05,9.42E+05,8.32E+05,9.58E+05,1.02E+06,9.74E+05,1.49E+06,9.69E+05,0.76:0.98:0.87:1.00:1.07:1.02:1.56:1.01,8.66E+05,1.11E+06,1.00:1.29,28212,14-3-3 protein eta OS=Mus musculus GN=Ywhah PE=1 SV=2
P56135|ATPK_MOUSE,8.2,14,1,1,,4.35E+05,5.95E+05,3.94E+05,6.72E+05,2.23E+05,2.33E+05,4.80E+05,3.28E+05,0.65:0.89:0.59:1.00:0.33:0.35:0.71:0.49,5.24E+05,3.16E+05,1.00:0.60,10344,ATP synthase subunit f  mitochondrial OS=Mus musculus GN=Atp5j2 PE=1 SV=3
O08599|STXB1_MOUSE,8.19,1,1,1,,5.91E+05,7.38E+05,7.39E+05,6.99E+05,5.57E+05,5.43E+05,3.33E+05,3.82E+05,0.84:1.06:1.06:1.00:0.80:0.78:0.48:0.55,6.92E+05,4.54E+05,1.00:0.66,67569,Syntaxin-binding protein 1 OS=Mus musculus GN=Stxbp1 PE=1 SV=2
Q9DCJ9|NPL_MOUSE,8.18,3,1,1,,0,0,0,0,6.77E+04,1.08E+05,3.92E+05,0,0:0:0:0:1.00:1.59:5.80:0,0,1.42E+05,00:01.0,35130,N-acetylneuraminate lyase OS=Mus musculus GN=Npl PE=2 SV=1
P09036|ISK3_MOUSE,8.12,9,1,1,,0,0,0,0,0,7.51E+05,0,7.48E+05,0:0:0:0:0:1.00:0:1.00,0,3.75E+05,00:01.0,8488,Serine protease inhibitor Kazal-type 3 OS=Mus musculus GN=Spink3 PE=1 SV=1
P62918|RL8_MOUSE,8.11,4,1,1,,1.40E+05,1.62E+05,1.92E+05,1.21E+05,1.61E+05,2.16E+05,5.53E+05,1.45E+05,1.15:1.34:1.58:1.00:1.33:1.78:4.55:1.19,1.54E+05,2.69E+05,1.00:1.75,28025,60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=2 SV=2
P23492|PNPH_MOUSE,8.03,5,1,1,,1.24E+05,0,0,0,3.19E+05,4.47E+05,7.53E+05,2.29E+05,1.00:0:0:0:2.57:3.61:6.08:1.85,3.10E+04,4.37E+05,1.00:14.11,32277,Purine nucleoside phosphorylase OS=Mus musculus GN=Pnp PE=1 SV=2
Q9JHU9|INO1_MOUSE,8.02,7,2,2,,2.37E+04,3.19E+04,0,0,6.14E+04,1.41E+05,3.16E+05,1.36E+05,1.00:1.34:0:0:2.59:5.93:13.30:5.73,1.39E+04,1.63E+05,1.00:11.76,60932,Inositol-3-phosphate synthase 1 OS=Mus musculus GN=Isyna1 PE=2 SV=1
Q9WV92|E41L3_MOUSE,8.01,14,10,7,NEM_LysineArginine,1.48E+06,2.23E+06,1.82E+06,1.87E+06,1.38E+06,1.49E+06,1.29E+06,1.38E+06,0.79:1.19:0.97:1.00:0.74:0.80:0.69:0.74,1.85E+06,1.38E+06,1.00:0.75,103338,Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1
P18760|COF1_MOUSE,8,48,7,7,N-ethylmaleimide on cysteines; NEM_LysineArginine,1.58E+06,1.79E+06,1.39E+06,1.81E+06,1.57E+06,2.25E+06,3.16E+06,1.97E+06,0.87:0.99:0.77:1.00:0.87:1.24:1.75:1.09,1.64E+06,2.23E+06,1.00:1.36,18560,Cofilin-1 OS=Mus musculus GN=Cfl1 PE=1 SV=3
P68037|UB2L3_MOUSE,7.93,7,1,1,NEM_LysineArginine,5.14E+05,4.80E+05,4.55E+05,5.10E+05,6.61E+05,6.70E+05,9.89E+05,6.04E+05,1.01:0.94:0.89:1.00:1.30:1.31:1.94:1.19,4.90E+05,7.31E+05,1.00:1.49,17862,Ubiquitin-conjugating enzyme E2 L3 OS=Mus musculus GN=Ube2l3 PE=2 SV=1
P24369|PPIB_MOUSE,7.87,19,4,3,NEM_LysineArginine,3.24E+05,3.56E+05,2.01E+05,3.34E+05,2.32E+05,4.11E+05,1.15E+06,2.16E+05,0.97:1.07:0.60:1.00:0.69:1.23:3.44:0.65,3.04E+05,5.02E+05,1.00:1.65,23713,Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus GN=Ppib PE=2 SV=2
P53994|RAB2A_MOUSE,7.82,11,2,2,,2.90E+05,4.88E+05,4.20E+05,3.27E+05,4.51E+05,4.90E+05,8.55E+05,4.40E+05,0.89:1.49:1.29:1.00:1.38:1.50:2.62:1.35,3.81E+05,5.59E+05,1.00:1.47,23548,Ras-related protein Rab-2A OS=Mus musculus GN=Rab2a PE=1 SV=1
P01878|IGHA_MOUSE,7.8,4,1,1,,0,0,0,0,0,4.50E+05,1.81E+05,0,0:0:0:0:0:1.00:0.40:0,0,1.58E+05,00:01.0,36876,Ig alpha chain C region OS=Mus musculus PE=1 SV=1
P68372|TBB2C_MOUSE,7.79,58,23,2,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.82E+06,5.14E+06,4.18E+06,4.78E+06,3.65E+06,3.62E+06,2.67E+06,2.82E+06,0.80:1.08:0.87:1.00:0.76:0.76:0.56:0.59,4.48E+06,3.19E+06,1.00:0.71,49831,Tubulin beta-2C chain OS=Mus musculus GN=Tubb2c PE=1 SV=1
Q61554|FBN1_MOUSE,7.76,7,20,19,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.80E+06,2.43E+06,2.44E+06,2.21E+06,1.03E+06,1.45E+06,2.52E+06,1.68E+06,0.82:1.10:1.10:1.00:0.47:0.66:1.14:0.76,2.22E+06,1.67E+06,1.00:0.75,312266,Fibrillin-1 OS=Mus musculus GN=Fbn1 PE=1 SV=1
P01639|KV5A7_MOUSE,7.75,16,2,1,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,0,0,0,0,4.17E+05,0,5.22E+04,0,0:0:0:0:1.00:0:0.13:0,0,1.17E+05,00:01.0,14311,Ig kappa chain V-V region MOPC 41 OS=Mus musculus GN=Gm5571 PE=1 SV=1
P02088|HBB1_MOUSE,7.75,61,8,3,Oxidation (M); N-ethylmaleimide on cysteines; NEM_LysineArginine,4.36E+06,2.67E+06,2.53E+06,2.51E+06,2.63E+06,5.77E+06,5.51E+06,2.91E+06,1.74:1.06:1.01:1.00:1.05:2.30:2.20:1.16,3.02E+06,4.21E+06,1.00:1.39,15840,Hemoglobin subunit beta-1 OS=Mus musculus GN=Hbb-b1 PE=1 SV=2
Q62426|CYTB_MOUSE,7.73,18,2,2,,3.09E+04,4.58E+04,0,4.22E+04,4.07E+04,1.35E+05,3.86E+05,1.46E+05,0.73:1.09:0:1.00:0.97:3.21:9.15:3.46,2.97E+04,1.77E+05,1.00:5.96,11046,Cystatin-B OS=Mus musculus GN=Cstb PE=1 SV=1
P54227|STMN1_MOUSE,7.73,36,6,6,NEM_LysineArginine,2.22E+06,2.30E+06,1.63E+06,2.27E+06,1.48E+06,1.49E+06,1.24E+06,1.47E+06,0.98:1.02:0.72:1.00:0.65:0.66:0.55:0.65,2.09E+06,1.42E+06,1.00:0.68,17274,Stathmin OS=Mus musculus GN=Stmn1 PE=1 SV=2
Q640N1|AEBP1_MOUSE,7.72,2,2,1,,0,0,0,0,1.04E+05,9.86E+04,3.34E+05,4.80E+04,0:0:0:0:1.00:0.95:3.21:0.46,0,1.46E+05,00:01.0,128365,Adipocyte enhancer-binding protein 1 OS=Mus musculus GN=Aebp1 PE=1 SV=1
P50396|GDIA_MOUSE,7.71,44,18,13,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,4.09E+06,4.00E+06,3.62E+06,4.42E+06,4.85E+06,4.74E+06,5.63E+06,5.42E+06,0.93:0.90:0.82:1.00:1.10:1.07:1.28:1.23,4.03E+06,5.16E+06,1.00:1.28,50522,Rab GDP dissociation inhibitor alpha OS=Mus musculus GN=Gdi1 PE=1 SV=3
Q61316|HSP74_MOUSE,7.71,8,5,5,N-ethylmaleimide on cysteines,4.80E+05,3.49E+05,6.10E+05,5.13E+05,4.07E+05,7.48E+05,1.10E+06,5.42E+05,0.94:0.68:1.19:1.00:0.79:1.46:2.15:1.06,4.88E+05,7.00E+05,1.00:1.43,94133,Heat shock 70 kDa protein 4 OS=Mus musculus GN=Hspa4 PE=1 SV=1
P04186|CFAB_MOUSE,7.68,2,2,2,,4.98E+04,5.35E+04,0,0,7.15E+04,1.03E+05,5.54E+05,0,1.00:1.07:0:0:1.44:2.06:11.12:0,2.58E+04,1.82E+05,1.00:7.05,85005,Complement factor B OS=Mus musculus GN=Cfb PE=1 SV=2
Q91V92|ACLY_MOUSE,7.66,11,10,10,NEM_LysineArginine,8.08E+05,1.04E+06,1.07E+06,9.57E+05,9.60E+05,7.89E+05,3.80E+05,6.16E+05,0.84:1.09:1.12:1.00:1.00:0.83:0.40:0.64,9.68E+05,7.14E+05,1.00:0.74,119728,ATP-citrate synthase OS=Mus musculus GN=Acly PE=1 SV=1
P48962|ADT1_MOUSE,7.65,27,8,2,N-ethylmaleimide on cysteines; NEM_LysineArginine,3.61E+05,4.65E+05,3.87E+05,7.20E+05,7.41E+04,2.42E+05,3.46E+05,3.20E+05,0.50:0.65:0.54:1.00:0.10:0.34:0.48:0.44,4.83E+05,2.46E+05,1.00:0.51,32904,ADP/ATP translocase 1 OS=Mus musculus GN=Slc25a4 PE=1 SV=4
P47757|CAPZB_MOUSE,7.61,19,5,5,NEM_LysineArginine,3.41E+05,3.20E+05,3.48E+05,5.32E+05,4.61E+05,5.22E+05,8.94E+05,4.12E+05,0.64:0.60:0.65:1.00:0.87:0.98:1.68:0.77,3.85E+05,5.72E+05,1.00:1.48,31345,F-actin-capping protein subunit beta OS=Mus musculus GN=Capzb PE=1 SV=3
P04370|MBP_MOUSE,7.57,40,16,15,Oxidation (M); NEM_LysineArginine,5.94E+08,7.35E+08,5.87E+08,7.00E+08,5.77E+08,5.40E+08,4.45E+08,5.59E+08,0.85:1.05:0.84:1.00:0.82:0.77:0.64:0.80,6.54E+08,5.30E+08,1.00:0.81,27168,Myelin basic protein OS=Mus musculus GN=Mbp PE=1 SV=2
P10493|NID1_MOUSE,7.52,29,28,26,Oxidation (M); D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.03E+07,9.28E+06,7.66E+06,1.13E+07,7.43E+06,7.05E+06,8.74E+06,5.76E+06,0.90:0.82:0.68:1.00:0.66:0.62:0.77:0.51,9.63E+06,7.24E+06,1.00:0.75,136623,Nidogen-1 OS=Mus musculus GN=Nid1 PE=1 SV=1
P62908|RS3_MOUSE,7.51,18,4,4,N-ethylmaleimide on cysteines; NEM_LysineArginine,9.88E+04,1.24E+05,1.66E+05,9.71E+04,1.06E+05,1.65E+05,5.60E+05,1.29E+05,1.02:1.28:1.71:1.00:1.09:1.70:5.77:1.33,1.22E+05,2.40E+05,1.00:1.97,26674,40S ribosomal protein S3 OS=Mus musculus GN=Rps3 PE=1 SV=1
P21107|TPM3_MOUSE,7.5,53,22,5,NEM_LysineArginine,1.58E+06,2.01E+06,1.37E+06,1.56E+06,1.62E+06,1.81E+06,2.98E+06,1.72E+06,1.02:1.29:0.88:1.00:1.04:1.16:1.91:1.11,1.59E+06,2.03E+06,1.00:1.27,32863,Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=2
Q9D8N0|EF1G_MOUSE,7.44,1,1,1,,0,7.87E+04,9.62E+04,0,1.04E+05,1.75E+05,4.03E+05,8.96E+04,0:1.00:1.22:0:1.32:2.23:5.12:1.14,4.37E+04,1.93E+05,1.00:4.41,50061,Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3
Q9CZX7|TM55A_MOUSE,7.44,4,1,1,,2.65E+06,1.92E+06,1.73E+06,3.12E+06,1.55E+06,1.72E+06,2.02E+06,1.47E+06,0.85:0.62:0.56:1.00:0.50:0.55:0.65:0.47,2.36E+06,1.69E+06,1.00:0.72,28038,Transmembrane protein 55A OS=Mus musculus GN=Tmem55a PE=1 SV=1
Q9CPU0|LGUL_MOUSE,7.42,14,3,3,,1.18E+06,1.12E+06,9.12E+05,1.15E+06,9.17E+05,1.22E+06,1.84E+06,1.52E+06,1.03:0.98:0.80:1.00:0.80:1.06:1.61:1.33,1.09E+06,1.37E+06,1.00:1.26,20810,Lactoylglutathione lyase OS=Mus musculus GN=Glo1 PE=1 SV=3
Q61646|HPT_MOUSE,7.36,16,5,4,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,4.64E+05,7.66E+05,1.32E+05,4.34E+05,1.27E+06,9.96E+05,1.04E+06,8.51E+05,1.07:1.77:0.30:1.00:2.93:2.30:2.40:1.96,4.50E+05,1.04E+06,1.00:2.31,38752,Haptoglobin OS=Mus musculus GN=Hp PE=1 SV=1
Q80X90|FLNB_MOUSE,7.31,4,9,6,NEM_LysineArginine,3.12E+05,3.23E+05,1.71E+05,2.84E+05,2.22E+05,8.26E+05,1.23E+06,4.10E+05,1.10:1.14:0.60:1.00:0.78:2.91:4.35:1.44,2.72E+05,7.14E+05,1.00:2.62,277750,Filamin-B OS=Mus musculus GN=Flnb PE=1 SV=2
Q9WV80|SNX1_MOUSE,7.26,3,1,1,,0,0,3.71E+04,0,4.84E+04,4.53E+04,2.06E+05,7.59E+04,0:0:1.00:0:1.30:1.22:5.55:2.04,9.29E+03,9.39E+04,1.00:10.11,58952,Sorting nexin-1 OS=Mus musculus GN=Snx1 PE=1 SV=1
P68369|TBA1A_MOUSE,7.26,63,29,1,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.84E+06,7.37E+06,6.08E+06,7.09E+06,5.01E+06,5.39E+06,4.07E+06,4.57E+06,0.54:1.04:0.86:1.00:0.71:0.76:0.57:0.64,6.10E+06,4.76E+06,1.00:0.78,50136,Tubulin alpha-1A chain OS=Mus musculus GN=Tuba1a PE=1 SV=1
Q6GU68|ISLR_MOUSE,7.25,5,2,2,,1.40E+05,2.43E+05,2.15E+05,1.51E+05,2.83E+05,3.21E+05,5.75E+05,2.93E+05,0.93:1.61:1.42:1.00:1.87:2.13:3.81:1.94,1.87E+05,3.68E+05,1.00:1.97,45615,Immunoglobulin superfamily containing leucine-rich repeat protein OS=Mus musculus GN=Islr PE=1 SV=1
P01668|KV3AG_MOUSE,7.24,31,2,1,,0,0,0,0,0,0,5.05E+05,0,0:0:0:0:0:0:1.00:0,0,1.26E+05,00:01.0,11950,Ig kappa chain V-III region PC 7210 OS=Mus musculus PE=1 SV=1
P35279|RAB6A_MOUSE,7.21,22,4,3,,2.53E+05,2.90E+05,3.08E+05,2.96E+05,3.12E+05,3.14E+05,5.36E+05,3.14E+05,0.85:0.98:1.04:1.00:1.05:1.06:1.81:1.06,2.87E+05,3.69E+05,1.00:1.29,23590,Ras-related protein Rab-6A OS=Mus musculus GN=Rab6a PE=1 SV=4
P39061|COIA1_MOUSE,7.17,4,7,5,D5 N-ethylmaleimide on cysteines,3.65E+05,4.14E+05,3.16E+05,3.87E+05,3.61E+05,4.17E+05,8.09E+05,3.34E+05,0.94:1.07:0.82:1.00:0.93:1.08:2.09:0.86,3.71E+05,4.93E+05,1.00:1.33,182171,Collagen alpha-1(XVIII) chain OS=Mus musculus GN=Col18a1 PE=1 SV=4
P63085|MK01_MOUSE,7.12,8,2,2,,3.31E+05,4.84E+05,4.64E+05,3.33E+05,6.29E+05,6.05E+05,6.74E+05,6.35E+05,1.00:1.46:1.40:1.00:1.89:1.82:2.03:1.91,4.03E+05,6.36E+05,1.00:1.58,41276,Mitogen-activated protein kinase 1 OS=Mus musculus GN=Mapk1 PE=1 SV=3
P08249|MDHM_MOUSE,7.11,10,3,3,,3.50E+05,2.62E+05,3.31E+05,3.31E+05,1.92E+05,3.54E+05,6.97E+05,5.04E+05,1.06:0.79:1.00:1.00:0.58:1.07:2.10:1.52,3.17E+05,4.37E+05,1.00:1.38,35611,Malate dehydrogenase  mitochondrial OS=Mus musculus GN=Mdh2 PE=1 SV=3
A2A863|ITB4_MOUSE,7.05,11,17,17,D5 N-ethylmaleimide on cysteines,7.41E+05,8.13E+05,6.52E+05,6.86E+05,2.79E+05,3.61E+05,5.92E+05,5.40E+05,1.08:1.18:0.95:1.00:0.41:0.53:0.86:0.79,7.23E+05,4.43E+05,1.00:0.61,201649,Integrin beta-4 OS=Mus musculus GN=Itgb4 PE=2 SV=1
P20060|HEXB_MOUSE,7.04,4,3,3,,4.16E+04,4.76E+05,9.06E+05,5.48E+05,4.29E+05,7.38E+05,2.24E+06,1.36E+06,0.08:0.87:1.65:1.00:0.78:1.35:4.10:2.49,5.34E+05,1.19E+06,1.00:2.24,61116,Beta-hexosaminidase subunit beta OS=Mus musculus GN=Hexb PE=2 SV=2
P14106|C1QB_MOUSE,7.02,6,1,1,NEM_LysineArginine,0,0,0,0,0,0,8.39E+05,0,0:0:0:0:0:0:1.00:0,0,2.10E+05,00:01.0,26816,Complement C1q subcomponent subunit B OS=Mus musculus GN=C1qb PE=2 SV=1
P01662|KV3AA_MOUSE,7,16,1,1,,0,0,0,0,0,0,8.16E+05,0,0:0:0:0:0:0:1.00:0,0,2.04E+05,00:01.0,12041,Ig kappa chain V-III region ABPC 22/PC 9245 OS=Mus musculus PE=1 SV=1
Q9JJX6|P2RX4_MOUSE,7,3,1,1,,0,0,0,0,0,0,3.39E+05,0,0:0:0:0:0:0:1.00:0,0,8.46E+04,00:01.0,43438,P2X purinoceptor 4 OS=Mus musculus GN=P2rx4 PE=1 SV=1
P47738|ALDH2_MOUSE,6.97,3,1,1,,0,0,4.50E+04,0,0,7.06E+04,2.88E+05,1.36E+05,0:0:1.00:0:0:1.57:6.39:3.01,1.13E+04,1.24E+05,1.00:10.97,56538,Aldehyde dehydrogenase  mitochondrial OS=Mus musculus GN=Aldh2 PE=1 SV=1
O35295|PURB_MOUSE,6.96,10,3,2,NEM_LysineArginine,0,3.44E+04,2.86E+04,2.87E+04,5.82E+04,6.46E+04,2.35E+05,3.39E+04,0:1.20:1.00:1.00:2.03:2.25:8.19:1.18,2.62E+04,9.79E+04,1.00:3.74,33901,Transcriptional activator protein Pur-beta OS=Mus musculus GN=Purb PE=1 SV=3
Q8R429|AT2A1_MOUSE,6.89,3,2,1,,3.55E+05,1.36E+05,1.26E+05,6.19E+05,2.17E+05,3.26E+05,8.54E+05,5.23E+05,0.57:0.22:0.20:1.00:0.35:0.53:1.38:0.85,3.09E+05,4.80E+05,1.00:1.55,109425,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 OS=Mus musculus GN=Atp2a1 PE=2 SV=1
Q9CPV4|GLOD4_MOUSE,6.88,15,4,4,,5.15E+05,6.28E+05,5.63E+05,5.91E+05,7.27E+05,1.12E+06,1.18E+06,8.34E+05,0.87:1.06:0.95:1.00:1.23:1.89:2.00:1.41,5.74E+05,9.65E+05,1.00:1.68,33317,Glyoxalase domain-containing protein 4 OS=Mus musculus GN=Glod4 PE=2 SV=1
Q00623|APOA1_MOUSE,6.88,29,10,10,Oxidation (M); NEM_LysineArginine,9.98E+05,2.75E+05,2.37E+05,7.73E+05,4.08E+05,1.77E+06,7.60E+05,4.93E+05,1.29:0.36:0.31:1.00:0.53:2.30:0.98:0.64,5.71E+05,8.59E+05,1.00:1.51,30587,Apolipoprotein A-I OS=Mus musculus GN=Apoa1 PE=1 SV=1
P97426|ECP1_MOUSE,6.86,12,1,1,,0,0,0,0,0,0,3.65E+05,0,0:0:0:0:0:0:1.00:0,0,9.13E+04,00:01.0,17296,Eosinophil cationic protein 1 OS=Mus musculus GN=Ear1 PE=2 SV=1
Q91YQ5|RPN1_MOUSE,6.86,3,1,1,,0,0,0,0,0,0,3.33E+05,0,0:0:0:0:0:0:1.00:0,0,8.32E+04,00:01.0,68528,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=2 SV=1
Q9DBG6|RPN2_MOUSE,6.85,5,2,2,,0,0,0,5.41E+04,3.29E+04,4.17E+04,4.35E+05,5.63E+04,0:0:0:1.00:0.61:0.77:8.03:1.04,1.35E+04,1.41E+05,1.00:10.46,69063,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus GN=Rpn2 PE=2 SV=1
Q9D0M3|CY1_MOUSE,6.84,4,1,1,,0,1.53E+05,9.13E+04,1.89E+05,0,0,0,0,0:0.81:0.48:1.00:0:0:0:0,1.08E+05,0,1.00:0,35328,Cytochrome c1  heme protein  mitochondrial OS=Mus musculus GN=Cyc1 PE=1 SV=1
Q9DB77|QCR2_MOUSE,6.83,7,3,3,,3.75E+05,4.06E+05,3.54E+05,5.58E+05,1.31E+05,1.66E+05,3.62E+05,2.88E+05,0.67:0.73:0.63:1.00:0.24:0.30:0.65:0.52,4.23E+05,2.25E+05,1.00:0.53,48235,Cytochrome b-c1 complex subunit 2  mitochondrial OS=Mus musculus GN=Uqcrc2 PE=1 SV=1
P18872|GNAO_MOUSE,6.83,4,1,1,,4.15E+05,5.51E+05,5.33E+05,5.78E+05,3.61E+05,2.75E+05,3.09E+05,3.45E+05,0.72:0.95:0.92:1.00:0.63:0.48:0.54:0.60,5.19E+05,3.23E+05,1.00:0.62,40085,Guanine nucleotide-binding protein G(o) subunit alpha OS=Mus musculus GN=Gnao1 PE=1 SV=3
Q9JIF7|COPB_MOUSE,6.82,1,1,1,,0,0,0,0,0,3.25E+04,1.44E+05,0,0:0:0:0:0:1.00:4.41:0,0,4.40E+04,00:01.0,107066,Coatomer subunit beta OS=Mus musculus GN=Copb1 PE=1 SV=1
P55065|PLTP_MOUSE,6.82,2,1,1,,0,0,0,0,0,7.57E+04,2.39E+05,0,0:0:0:0:0:1.00:3.16:0,0,7.86E+04,00:01.0,54453,Phospholipid transfer protein OS=Mus musculus GN=Pltp PE=1 SV=1
P61979|HNRPK_MOUSE,6.81,6,2,2,,5.55E+04,1.20E+05,5.47E+04,6.06E+04,3.52E+04,2.02E+05,4.20E+05,5.58E+04,0.92:1.99:0.90:1.00:0.58:3.33:6.93:0.92,7.28E+04,1.78E+05,1.00:2.45,50976,Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus GN=Hnrnpk PE=1 SV=1
Q9Z2W0|DNPEP_MOUSE,6.79,9,3,3,NEM_LysineArginine,0,4.89E+03,7.69E+04,0,7.16E+04,1.09E+05,3.92E+05,7.13E+04,0:1.00:15.73:0:14.64:22.36:80.08:14.58,2.05E+04,1.61E+05,1.00:7.87,52167,Aspartyl aminopeptidase OS=Mus musculus GN=Dnpep PE=2 SV=1
Q8BGQ7|SYAC_MOUSE,6.79,3,3,3,Oxidation (M); NEM_LysineArginine,4.49E+06,3.43E+06,3.30E+06,4.70E+06,4.00E+06,4.65E+06,6.87E+06,4.25E+06,0.96:0.73:0.70:1.00:0.85:0.99:1.46:0.90,3.98E+06,4.94E+06,1.00:1.24,106908,Alanyl-tRNA synthetase  cytoplasmic OS=Mus musculus GN=Aars PE=1 SV=1
Q9CQF3|CPSF5_MOUSE,6.78,4,1,1,,0,0,0,0,0,0,1.96E+05,0,0:0:0:0:0:0:1.00:0,0,4.89E+04,00:01.0,26240,Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus GN=Nudt21 PE=2 SV=1
P70349|HINT1_MOUSE,6.77,37,3,3,N-ethylmaleimide on cysteines; NEM_LysineArginine,6.14E+05,3.48E+05,2.00E+05,3.81E+05,3.53E+05,7.65E+05,1.14E+06,9.74E+05,1.61:0.91:0.53:1.00:0.93:2.01:2.99:2.56,3.86E+05,8.07E+05,1.00:2.09,13777,Histidine triad nucleotide-binding protein 1 OS=Mus musculus GN=Hint1 PE=1 SV=3
P01725|LV1C_MOUSE,6.75,6,1,1,,0,0,0,0,0,0,2.25E+05,0,0:0:0:0:0:0:1.00:0,0,5.62E+04,00:01.0,11654,Ig lambda-1 chain V region S178 OS=Mus musculus PE=1 SV=1
P39053|DYN1_MOUSE,6.72,2,2,2,,1.49E+05,2.09E+05,2.27E+05,2.10E+05,1.60E+05,1.75E+05,1.14E+05,1.13E+05,0.71:1.00:1.08:1.00:0.76:0.83:0.54:0.54,1.99E+05,1.40E+05,1.00:0.70,97803,Dynamin-1 OS=Mus musculus GN=Dnm1 PE=1 SV=2
Q9QXT0|CNPY2_MOUSE,6.71,9,1,1,,0,0,0,0,0,0,3.87E+05,0,0:0:0:0:0:0:1.00:0,0,9.66E+04,00:01.0,20767,Protein canopy homolog 2 OS=Mus musculus GN=Cnpy2 PE=2 SV=1
P03953|CFAD_MOUSE,6.7,3,1,1,,0,0,0,0,1.52E+05,2.37E+05,2.88E+05,3.14E+05,0:0:0:0:1.00:1.56:1.89:2.06,0,2.48E+05,00:01.0,28057,Complement factor D OS=Mus musculus GN=Cfd PE=1 SV=1
P08003|PDIA4_MOUSE,6.7,2,1,1,NEM_LysineArginine,0,0,0,0,0,3.87E+05,1.80E+06,0,0:0:0:0:0:1.00:4.64:0,0,5.46E+05,00:01.0,71973,Protein disulfide-isomerase A4 OS=Mus musculus GN=Pdia4 PE=1 SV=2
P49290|PERE_MOUSE,6.69,1,1,1,,0,0,0,0,0,0,2.75E+05,0,0:0:0:0:0:0:1.00:0,0,6.88E+04,00:01.0,81426,Eosinophil peroxidase OS=Mus musculus GN=Epx PE=1 SV=1
Q9D0J8|PTMS_MOUSE,6.68,12,2,2,NEM_LysineArginine,3.90E+05,3.49E+05,2.50E+05,3.55E+05,3.18E+05,3.98E+05,7.32E+05,3.53E+05,1.10:0.98:0.70:1.00:0.90:1.12:2.06:0.99,3.36E+05,4.50E+05,1.00:1.34,11430,Parathymosin OS=Mus musculus GN=Ptms PE=2 SV=3
Q91ZX7|LRP1_MOUSE,6.67,1,3,3,,4.47E+04,0,6.78E+04,5.49E+04,5.67E+04,1.10E+05,3.24E+05,6.46E+04,0.81:0:1.23:1.00:1.03:2.01:5.90:1.18,4.18E+04,1.39E+05,1.00:3.32,504745,Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus GN=Lrp1 PE=1 SV=1
O89086|RBM3_MOUSE,6.67,7,1,1,,0,0,0,0,-,0,3.68E+05,0,0:0:0:0:-:0:1.00:0,0,1.23E+05,00:01.0,16605,Putative RNA-binding protein 3 OS=Mus musculus GN=Rbm3 PE=1 SV=1
