Accession,Description,Entry Name,Gene names,Y1_OG  (Spec count),Y2_OG (Spec count),Y3_OG (Spec count),Y4_OG (Spec count),Y5_OG (Spec count),Y6_OG (Spec count),Y1_HP (Spec count),Y2_HP (Spec count),Y3_HP (Spec count),Y4_HP (Spec count),Y5_HP (Spec count),Y6_HP (Spec count),O1_OG (Spec count),O2_OG (Spec count),O3_OG (Spec count),O4_OG (Spec count),O5_OG (Spec count),O6_OG (Spec count),O1_HP (Spec count),O2_HP (Spec count),O3_HP (Spec count),O4_HP (Spec count),O5_HP (Spec count),O6_HP (Spec count),G_value OG,SAM (D) OG,OG_Fold Change (Old/Young),G_value HP,SAM (D) HP,HP_Fold Change (Old/Young),G-val OG_HP,SAM (D) OG_HP
Q9WVJ9,EGF-containing fibulin-like extracellular matrix protein 2 OS=Mus musculus GN=Efemp2 PE=2 SV=1,FBLN4_MOUSE,Efemp2 Fbln4 Mbp1,2,3,1,0,1,3,1,1,2,2,3,2,5,3,0,1,3,4,2,2,2,1,3,4,0.986096778,0.969,1.600,0.179185404,0.850,1.273,1.316,1.311
Q61398,Procollagen C-endopeptidase enhancer 1 OS=Mus musculus GN=Pcolce PE=1 SV=2,PCOC1_MOUSE,Pcolce Pcpe1,1,1,0,1,1,0,2,0,1,0,2,1,3,1,1,0,1,1,2,1,3,2,2,0,0.299019643,0.839,1.750,0.315953452,0.900,1.667,0.888,1.343
Q05793,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus GN=Hspg2 PE=1 SV=1,PGBM_MOUSE,Hspg2,12,10,14,2,6,8,13,17,15,5,7,5,6,4,8,6,10,7,4,12,8,9,8,8,1.011994948,-0.840,0.788,0.555786363,-0.786,0.790,1.720,-1.202
Q64726,Zinc-alpha-2-glycoprotein OS=Mus musculus GN=Azgp1 PE=1 SV=2,ZA2G_MOUSE,Azgp1,68,73,72,64,76,65,90,116,134,140,116,109,61,68,56,67,72,66,76,96,99,126,115,111,0.2732121,-0.426,0.933,1.248705071,-0.784,0.884,1.444,-0.725
Q6GQT1,Alpha-2-macroglobulin-P OS=Mus musculus GN=A2mp PE=2 SV=2,A2MP_MOUSE,A2mp A2m,81,74,61,27,54,29,26,46,27,17,33,25,42,66,45,15,64,16,20,53,44,16,24,33,11.7152553,-0.960,0.761,0.965534949,0.612,1.092,4.910,-0.584
Q5MJS3,Extracellular serine/threonine protein kinase FAM20C OS=Mus musculus GN=Fam20c PE=2 SV=1,FA20C_MOUSE,Fam20c Dmp4 Kiaa4081,4,6,4,5,5,7,2,2,0,0,0,0,5,2,4,2,2,3,1,2,2,0,0,0,2.901821699,-2.276,0.581,0.000320072,0.251,1.250,2.069,-1.016
O88947,Coagulation factor X OS=Mus musculus GN=F10 PE=1 SV=1,FA10_MOUSE,F10,48,74,76,48,79,55,59,94,105,81,83,81,67,65,68,58,86,63,58,94,86,74,88,89,2.716637657,2.473,1.071,0.160058308,0.486,0.972,2.193,1.89
P62962,Profilin-1 OS=Mus musculus GN=Pfn1 PE=1 SV=2,PROF1_MOUSE,Pfn1,13,7,7,10,9,6,0,0,0,0,0,0,8,5,7,6,7,4,0,0,0,0,0,0,2.542883409,-1.416,0.712,0.166666667,0.000,#DIV/0!,2.414,-0.679
P07214,SPARC OS=Mus musculus GN=Sparc PE=1 SV=1,SPRC_MOUSE,Sparc,1,1,0,2,0,0,2,0,0,2,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0.376365876,-0.857,0.500,0.681203082,-1.320,0.333,1.465,-1.649
Q8C310,Isoform 3 of Roundabout homolog 4 OS=Mus musculus GN=Robo4,ROBO4_MOUSE,Robo4,2,2,0,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1.010376683,-1.181,0.200,0.000338848,-0.404,0.600,0.850,-1.304
P31428,Dipeptidase 1 OS=Mus musculus GN=Dpep1 PE=1 SV=2,DPEP1_MOUSE,Dpep1 Mbd1 Rdp,0,4,2,3,3,5,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,2.041659934,-1.337,0.529,0.166666667,0.000,#DIV/0!,1.747,-0.979
P35455,Vasopressin-neurophysin 2-copeptin OS=Mus musculus GN=Avp PE=2 SV=1,NEU2_MOUSE,Avp,0,3,0,0,0,0,0,3,5,2,2,2,0,0,2,0,0,0,1,1,1,0,3,1,0.001410899,-0.180,0.667,0.574340959,-1.103,0.500,0.586,-0.849
P11859,Angiotensinogen OS=Mus musculus GN=Agt PE=1 SV=1,ANGT_MOUSE,Agt Serpina8,27,33,28,21,36,23,34,47,39,28,23,18,33,23,22,22,24,26,22,30,41,25,22,18,0.318994521,-0.649,0.893,0.817559263,-0.761,0.836,1.131,-0.927
Q60692,Proteasome subunit beta type-6 OS=Mus musculus GN=Psmb6 PE=1 SV=3,PSB6_MOUSE,Psmb6 Lmp19,4,4,3,5,5,4,6,7,6,4,3,2,3,3,5,1,2,3,5,7,3,3,1,2,1.169398449,-1.515,0.680,0.19464457,-0.577,0.750,1.411,-1.494
P63254,Cysteine-rich protein 1 OS=Mus musculus GN=Crip1 PE=1 SV=2,CRIP1_MOUSE,Crip1 Crip,3,6,6,1,0,1,3,1,2,3,0,0,2,4,7,2,0,0,0,0,0,1,0,0,0.006609872,0.000,0.882,2.358183587,-1.709,0.111,0.676,-0.559
Q9ESY9,Gamma-interferon-inducible lysosomal thiol reductase OS=Mus musculus GN=Ifi30 PE=1 SV=3,GILT_MOUSE,Ifi30 Gilt Ip30,3,1,3,1,3,0,0,0,0,0,0,0,6,1,5,3,3,0,0,0,0,0,0,0,1.749740928,1.104,1.636,0.166666667,0.000,#DIV/0!,1.522,0.831
O08710,Thyroglobulin OS=Mus musculus GN=Tg PE=1 SV=3,THYG_MOUSE,Tg Tgn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.682166865,1.514,#DIV/0!,0.166666667,0.000,#DIV/0!,0.419,1.364
O88852,Testis-specific Y-encoded-like protein 1 OS=Mus musculus GN=Tspyl1 PE=2 SV=1,TSYL1_MOUSE,Tspyl1 Tspyl,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.005668114,0.635,#DIV/0!,0.064515115,0.957,#DIV/0!,0.244,1.293
P01632,Ig kappa chain V-I region S107A OS=Mus musculus GN=Igkv7-33 PE=4 SV=1,KV1A1_MOUSE,Igkv7-33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.005668114,0.635,#DIV/0!,0.158616906,1.026,#DIV/0!,0.356,1.043
Q3URU2,Isoform 2 of Paternally-expressed gene 3 protein OS=Mus musculus GN=Peg3,PEG3_MOUSE,Peg3 Kiaa0287 Pw1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.005668114,0.635,#DIV/0!,0.045056327,0.932,#DIV/0!,0.216,1.293
Q7TN84,Synaptotagmin-14 OS=Mus musculus GN=Syt14 PE=2 SV=1,SYT14_MOUSE,Syt14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0.234584174,0.777,#DIV/0!,0.002147473,0.557,#DIV/0!,0.341,0.775
Q9QXS1,"Isoform PLEC-1D,2A of Plectin OS=Mus musculus GN=Plec",PLEC_MOUSE,Plec Plec1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.257041265,1.096,#DIV/0!,0.000723373,0.571,#DIV/0!,0.376,1.045
P41160,Leptin OS=Mus musculus GN=Lep PE=2 SV=1,LEP_MOUSE,Lep Ob,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.162645215,1.031,#DIV/0!,0.000907433,0.569,#DIV/0!,0.285,1.316
Q60605,Isoform Smooth muscle of Myosin light polypeptide 6 OS=Mus musculus GN=Myl6,MYL6_MOUSE,Myl6 Myln,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.771311533,1.158,#DIV/0!,0.166666667,0.000,#DIV/0!,0.477,1.11
P26039,Talin-1 OS=Mus musculus GN=Tln1 PE=1 SV=2,TLN1_MOUSE,Tln1 Tln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.007539418,0.641,#DIV/0!,0.047454859,0.696,#DIV/0!,0.227,0.638
P40630,"Isoform Nuclear of Transcription factor A, mitochondrial OS=Mus musculus GN=Tfam",TFAM_MOUSE,Tfam Hmgts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.811781189,1.064,#DIV/0!,0.166666667,0.000,#DIV/0!,0.504,1.035
P47811,Isoform 4 of Mitogen-activated protein kinase 14 OS=Mus musculus GN=Mapk14,MK14_MOUSE,Mapk14 Crk1 Csbp1 Csbp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0.029972452,0.681,#DIV/0!,0.073861233,0.716,#DIV/0!,0.327,0.678
Q5NBU8,XIAP-associated factor 1 OS=Mus musculus GN=Xaf1 PE=2 SV=3,XAF1_MOUSE,Xaf1 Birc4bp Xiapaf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.029972452,0.681,#DIV/0!,0.134972264,1.000,#DIV/0!,0.408,1.349
Q9QUM0,Integrin alpha-IIb OS=Mus musculus GN=Itga2b PE=2 SV=2,ITA2B_MOUSE,Itga2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.961405621,1.133,#DIV/0!,0.166666667,0.000,#DIV/0!,0.604,1.093
P09041,Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4,PGK2_MOUSE,Pgk2 Pgk-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.07348024,0.717,#DIV/0!,0.000907433,0.569,#DIV/0!,0.191,1.027
P50405,Pulmonary surfactant-associated protein B OS=Mus musculus GN=Sftpb PE=2 SV=1,PSPB_MOUSE,Sftpb Sftp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.308657152,0.792,#DIV/0!,0.166666667,0.000,#DIV/0!,0.182,0.79
Q09098,Prostate and testis expressed protein 4 OS=Mus musculus GN=Pate4 PE=1 SV=3,PATE4_MOUSE,Pate4 Svs7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.308657152,0.792,#DIV/0!,0.166666667,0.000,#DIV/0!,0.182,0.79
Q64356,Seminal vesicle secretory protein 6 OS=Mus musculus GN=Svs6 PE=2 SV=1,SVS6_MOUSE,Svs6 Svp6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.07348024,0.717,#DIV/0!,0.000723373,0.571,#DIV/0!,0.193,1.027
O35711,Isoform 4 of Liprin-beta-2 OS=Mus musculus GN=Ppfibp2,LIPB2_MOUSE,Ppfibp2 Cclp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.004148679,0.629,#DIV/0!,0.092028903,0.990,#DIV/0!,0.272,0.986
P01724,Ig lambda-1 chain V region S178 OS=Mus musculus PE=1 SV=1,LV1B_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.004148679,0.629,#DIV/0!,0.093766694,0.727,#DIV/0!,0.274,0.986
P01821,Ig heavy chain V region MC101 OS=Mus musculus PE=1 SV=1,HVM45_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0.166666667,0.000,#DIV/0!,0.491142402,1.144,#DIV/0!,0.296,0.997
Q9QZ25,Vascular non-inflammatory molecule 3 OS=Mus musculus GN=Vnn3 PE=1 SV=3,VNN3_MOUSE,Vnn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.166666667,0.000,#DIV/0!,0.383778237,1.396,#DIV/0!,0.229,1.94
P54729,NEDD8 ultimate buster 1 OS=Mus musculus GN=Nub1 PE=1 SV=2,NUB1_MOUSE,Nub1 Nyren18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.166666667,0.000,#DIV/0!,0.223903104,1.025,#DIV/0!,0.130,0.99
Q9CWS1,E3 ubiquitin-protein ligase RNF135 OS=Mus musculus GN=Rnf135 PE=2 SV=1,RN135_MOUSE,Rnf135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.166666667,0.000,#DIV/0!,0.223903104,1.025,#DIV/0!,0.130,0.99
Q9QZQ1,Isoform 1 of Afadin OS=Mus musculus GN=Mllt4,AFAD_MOUSE,Mllt4 Af6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.166666667,0.000,#DIV/0!,0.294965791,1.391,#DIV/0!,0.174,0.529
Q69ZS8,Isoform 3 of Kazrin OS=Mus musculus GN=Kazn,KAZRN_MOUSE,Kazn Kaz Kiaa1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.166666667,0.000,#DIV/0!,0.274356781,1.063,#DIV/0!,0.161,0.534
Q8BGZ7,"Keratin, type II cytoskeletal 75 OS=Mus musculus GN=Krt75 PE=1 SV=1",K2C75_MOUSE,Krt75 Kb18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.166666667,0.000,#DIV/0!,0.363640865,0.800,#DIV/0!,0.216,0.534
Q8BFX3,Isoform 2 of BTB/POZ domain-containing protein KCTD3 OS=Mus musculus GN=Kctd3,KCTD3_MOUSE,Kctd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.166666667,0.000,#DIV/0!,0.354423995,0.798,#DIV/0!,0.210,0.534
P39039,Mannose-binding protein A OS=Mus musculus GN=Mbl1 PE=2 SV=1,MBL1_MOUSE,Mbl1,30,38,34,15,22,13,90,132,122,113,107,114,30,38,33,25,33,21,53,87,90,118,103,112,4.033561666,1.146,1.184,5.136133437,-1.508,0.830,0.782,-0.215
P00687,Alpha-amylase 1 OS=Mus musculus GN=Amy1 PE=1 SV=2,AMY1_MOUSE,Amy1 Amy-1-a Amy1a,40,36,40,35,41,40,21,42,43,31,29,26,44,31,24,34,54,41,28,43,34,39,41,28,0.00767299,0.000,0.983,2.705665634,2.196,1.109,0.881,0.587
O89017,Legumain OS=Mus musculus GN=Lgmn PE=1 SV=1,LGMN_MOUSE,Lgmn Prsc1,0,3,3,0,1,0,0,0,0,0,0,0,5,0,3,0,3,1,0,1,0,0,0,0,1.020911984,0.816,1.714,0.006858304,0.529,#DIV/0!,1.077,0.807
P07146,Anionic trypsin-2 OS=Mus musculus GN=Prss2 PE=2 SV=1,TRY2_MOUSE,Prss2 Try2,0,1,1,0,0,0,1,1,4,3,1,2,0,0,0,0,0,0,2,1,1,1,1,1,0.158016545,-1.044,0.000,0.213271,-0.937,0.583,0.608,-1.073
P16125,L-lactate dehydrogenase B chain OS=Mus musculus GN=Ldhb PE=1 SV=2,LDHB_MOUSE,Ldhb Ldh-2 Ldh2,4,5,4,2,4,3,0,1,3,0,0,0,5,3,2,4,5,6,1,4,3,2,0,0,0.196303192,0.796,1.136,1.300382837,1.295,2.500,1.084,0.874
Q8CG16,Complement C1r-A subcomponent OS=Mus musculus GN=C1ra PE=1 SV=1,C1RA_MOUSE,C1ra C1r,66,74,81,67,96,64,80,97,110,93,78,96,72,59,73,73,98,65,66,113,111,95,96,89,0.043200905,0.000,0.982,1.238181972,1.503,1.029,0.901,1.09
P70232,Isoform 2 of Neural cell adhesion molecule L1-like protein OS=Mus musculus GN=Chl1,NCHL1_MOUSE,Chl1 Call,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.498156746,-0.956,0.250,0.013572013,-0.500,0.000,0.528,-1.083
Q9JMH9,Isoform 6 of Unconventional myosin-XVIIIa OS=Mus musculus GN=Myo18a,MY18A_MOUSE,Myo18a Myspdz,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2278252,-1.073,0.000,0.108836209,-0.699,0.333,0.640,-1.344
E9Q7X6,Isoform 3 of Protein HEG homolog 1 OS=Mus musculus GN=Heg1,HEG1_MOUSE,Heg1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.668308599,-0.651,0.200,0.166666667,0.000,#DIV/0!,0.450,-0.651
Q99J39,"Isoform Cytoplasmic+peroxisomal of Malonyl-CoA decarboxylase, mitochondrial OS=Mus musculus GN=Mlycd",DCMC_MOUSE,Mlycd,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.507328713,-0.878,0.200,0.166666667,0.000,#DIV/0!,0.338,-0.839
Q00941,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha OS=Mus musculus GN=Csf2ra PE=2 SV=2,CSF2R_MOUSE,Csf2ra Csfgmra,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.024444064,-0.673,0.000,0.241130628,-1.192,0.250,0.508,-1.448
P70281,Synaptonemal complex protein 3 OS=Mus musculus GN=Sycp3 PE=1 SV=1,SYCP3_MOUSE,Sycp3 Scp3,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.166666667,0.000,#DIV/0!,0.47533287,-1.219,0.200,0.309,-1.094
Q8K0D2,Isoform 2 of Hyaluronan-binding protein 2 OS=Mus musculus GN=Habp2,HABP2_MOUSE,Habp2 Phbp,47,46,25,27,42,28,34,47,39,35,38,36,42,31,21,25,38,34,25,36,36,35,29,37,1.167548869,-0.625,0.888,0.763109628,-1.486,0.865,2.021,-0.959
Q63880,Isoform 2 of Carboxylesterase 3A OS=Mus musculus GN=Ces3a,EST3A_MOUSE,Ces3a Es31,4,4,6,6,4,5,1,1,2,1,2,2,0,1,1,5,6,5,0,1,1,4,1,1,2.449215458,-1.434,0.621,6.78115E-06,-0.250,0.889,2.133,-1.077
Q61805,Lipopolysaccharide-binding protein OS=Mus musculus GN=Lbp PE=1 SV=2,LBP_MOUSE,Lbp,17,14,9,9,11,8,6,6,4,2,2,1,22,9,12,6,11,14,10,5,8,2,1,2,0.231343843,0.000,1.088,1.410286552,0.763,1.333,1.116,0.478
P21180,Complement C2 OS=Mus musculus GN=C2 PE=2 SV=2,CO2_MOUSE,C2,54,43,48,38,70,53,20,30,28,20,35,31,47,43,37,27,69,43,20,28,28,24,21,26,2.753365998,-1.390,0.869,0.255540301,-0.515,0.896,2.884,-0.598
Q8VCS0,N-acetylmuramoyl-L-alanine amidase OS=Mus musculus GN=Pglyrp2 PE=1 SV=1,PGRP2_MOUSE,Pglyrp2 Pglyrpl Pgrpl,24,34,27,20,30,18,22,40,41,38,33,37,42,35,23,21,35,28,22,34,35,36,34,35,4.36481256,1.617,1.203,0.012875677,-0.232,0.929,1.948,1.286
P82198,Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus GN=Tgfbi PE=2 SV=1,BGH3_MOUSE,Tgfbi,15,13,17,10,15,10,4,6,5,2,2,1,11,8,14,9,8,10,4,4,7,1,1,2,1.970085948,-1.627,0.750,0.000342469,0.131,0.950,1.446,-0.588
Q91V80,Apolipoprotein F OS=Mus musculus GN=Apof PE=2 SV=2,APOF_MOUSE,Apof Lvif,5,2,3,4,3,1,2,1,2,0,3,2,7,2,3,2,2,6,2,3,2,1,3,4,0.256404231,0.517,1.222,0.47341508,1.117,1.500,0.855,0.862
O08742,Platelet glycoprotein V OS=Mus musculus GN=Gp5 PE=2 SV=1,GPV_MOUSE,Gp5,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,1,3,2,0.230677744,-0.592,0.750,2.84627752,2.092,#DIV/0!,0.249,0.597
Q8CG14,Complement C1s-A subcomponent OS=Mus musculus GN=C1sa PE=2 SV=2,CS1A_MOUSE,C1sa C1s,81,83,74,54,91,67,70,94,102,79,69,76,76,85,67,60,109,82,55,101,84,74,86,69,1.755198503,1.137,1.064,0.009083643,0.185,0.957,1.162,0.73
Q9CQW3,Vitamin K-dependent protein Z OS=Mus musculus GN=Proz PE=1 SV=1,PROZ_MOUSE,Proz,56,58,47,38,46,42,69,75,68,71,71,64,61,52,45,34,58,67,52,88,49,71,58,82,2.070110762,0.907,1.105,0.001314501,0.000,0.957,1.021,0.696
B1AY13,Ubiquitin carboxyl-terminal hydrolase 24 OS=Mus musculus GN=Usp24 PE=1 SV=1,UBP24_MOUSE,Usp24,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017690891,-0.663,0.000,0.098894382,-0.991,0.000,0.330,-1.332
O08749,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus GN=Dld PE=1 SV=2",DLDH_MOUSE,Dld,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593856001,-1.500,0.000,0.166666667,0.000,#DIV/0!,0.362,-1.35
O88393,Transforming growth factor beta receptor type 3 OS=Mus musculus GN=Tgfbr3 PE=1 SV=1,TGBR3_MOUSE,Tgfbr3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706743334,-1.067,0.000,0.166666667,0.000,#DIV/0!,0.435,-1.035
P07147,"5,6-dihydroxyindole-2-carboxylic acid oxidase OS=Mus musculus GN=Tyrp1 PE=1 SV=1",TYRP1_MOUSE,Tyrp1 Tyrp-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256243438,-1.091,0.000,0.000229531,-0.598,0.000,0.407,-1.378
P07356,Annexin A2 OS=Mus musculus GN=Anxa2 PE=1 SV=2,ANXA2_MOUSE,Anxa2 Anx2 Cal1h,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942447737,-0.855,0.000,0.166666667,0.000,#DIV/0!,0.591,-0.854
P12960,Contactin-1 OS=Mus musculus GN=Cntn1 PE=1 SV=1,CNTN1_MOUSE,Cntn1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256243438,-1.091,0.000,0.000229531,-0.598,0.000,0.407,-1.378
P15949,Kallikrein 1-related peptidase b9 OS=Mus musculus GN=Klk1b9 PE=2 SV=1,K1KB9_MOUSE,Klk1b9 Egfbp3 Klk-9 Klk9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942447737,-0.855,0.000,0.166666667,0.000,#DIV/0!,0.591,-0.854
P19070,Complement receptor type 2 OS=Mus musculus GN=Cr2 PE=2 SV=1,CR2_MOUSE,Cr2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849286717,-1.589,0.000,0.166666667,0.000,#DIV/0!,0.529,-1.418
Q05117,Tartrate-resistant acid phosphatase type 5 OS=Mus musculus GN=Acp5 PE=2 SV=2,PPA5_MOUSE,Acp5 T5ap Trap,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256243438,-1.091,0.000,0.013572013,-0.500,0.000,0.311,-1.307
Q64434,Protein-tyrosine kinase 6 OS=Mus musculus GN=Ptk6 PE=1 SV=1,PTK6_MOUSE,Ptk6 Sik,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017690891,-0.663,0.000,0.087050349,-0.982,0.000,0.315,-1.323
Q8BLK3,Limbic system-associated membrane protein OS=Mus musculus GN=Lsamp PE=1 SV=1,LSAMP_MOUSE,Lsamp,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017690891,-0.663,0.000,0.070509712,-0.950,0.000,0.292,-1.297
Q8CEF9,Transmembrane protein 132C OS=Mus musculus GN=Tmem132c PE=2 SV=3,T132C_MOUSE,Tmem132c,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65540658,-1.534,0.000,0.166666667,0.000,#DIV/0!,0.402,-1.375
Q9Z1W8,Potassium-transporting ATPase alpha chain 2 OS=Mus musculus GN=Atp12a PE=1 SV=3,AT12A_MOUSE,Atp12a Atp1al1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017690891,-0.663,0.000,0.14445565,-0.749,0.000,0.386,-1.118
P48725,Isoform 2 of Pericentrin OS=Mus musculus GN=Pcnt,PCNT_MOUSE,Pcnt Pcnt2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451366611,-1.470,0.000,0.166666667,0.000,#DIV/0!,0.271,-1.321
Q9JKV7,Exostosin-like 1 OS=Mus musculus GN=Extl1 PE=2 SV=2,EXTL1_MOUSE,Extl1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783504394,-1.573,0.000,0.166666667,0.000,#DIV/0!,0.485,-1.406
Q4VC17,A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Mus musculus GN=Adamts18 PE=2 SV=2,ATS18_MOUSE,Adamts18,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188974152,-1.059,0.000,0.01284221,-0.503,0.000,0.256,-1.291
Q4VA45,Uncharacterized protein C11orf95 homolog OS=Mus musculus PE=2 SV=2,CK095_MOUSE,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024444064,-0.673,0.000,0.039963109,-0.920,0.000,0.261,-1.265
P35546,Isoform 2 of Proto-oncogene tyrosine-protein kinase receptor Ret OS=Mus musculus GN=Ret,RET_MOUSE,Ret,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442483388,-1.138,0.000,0.166666667,0.000,#DIV/0!,0.265,-1.086
Q9R0I7,YLP motif-containing protein 1 OS=Mus musculus GN=Ylpm1 PE=2 SV=2,YLPM1_MOUSE,Ylpm1 Zap Zap3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007159554,-0.640,0.000,0.062066045,-0.944,0.000,0.247,-1.284
A2AAY5,SH3 and PX domain-containing protein 2B OS=Mus musculus GN=Sh3pxd2b PE=1 SV=1,SPD2B_MOUSE,Sh3pxd2b Fad49 Tks4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.341286649,-1.093,0.000,0.202,-1.05
O70200,Allograft inflammatory factor 1 OS=Mus musculus GN=Aif1 PE=1 SV=1,AIF1_MOUSE,Aif1 Iba1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.275043867,-1.368,0.000,0.161,-1.243
Q6P5U8,Coiled-coil domain-containing protein 148 OS=Mus musculus GN=Ccdc148 PE=2 SV=1,CC148_MOUSE,Ccdc148,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.150268541,-0.986,0.000,0.086,0.645
